dialogue_key,event_key,speaker_actor_key,usage,text,next_step_key,notes
DIALOGUE_KEY_CERT_1_PEWTER_LOSS,EVENT_KEY_CERT_1_PEWTER,ACTOR_KEY_SYSTEM,FAILURE,きろくは のこさない。\nもういちど どうぞ。,STEP_KEY_CERT_1_PEWTER_END,敗北後再試行案内
DIALOGUE_KEY_CERT_1_PEWTER_REVISIT,EVENT_KEY_CERT_1_PEWTER,ACTOR_KEY_SYSTEM,REVISIT,だい1しょうは\nとうろくずみ。,STEP_KEY_CERT_1_PEWTER_END,認定済み
DIALOGUE_KEY_CERT_2_CERULEAN_INTRO,EVENT_KEY_CERT_2_CERULEAN,ACTOR_KEY_SYSTEM,INTRO,だい2にんてい。\nみずの ながれを よむ。,STEP_KEY_CERT_2_CERULEAN_PROMPT,認定テーマ提示
DIALOGUE_KEY_CERT_2_CERULEAN_PROMPT,EVENT_KEY_CERT_2_CERULEAN,ACTOR_KEY_SYSTEM,PROMPT,きろくせんを\nはじめますか？,STEP_KEY_CERT_2_CERULEAN_BATTLE,認定戦開始確認
DIALOGUE_KEY_CERT_2_CERULEAN_WIN,EVENT_KEY_CERT_2_CERULEAN,ACTOR_KEY_SYSTEM,COMPLETE,しょうりを かくにん。\nだい2しょう とうろく。,STEP_KEY_CERT_2_CERULEAN_SET_DONE,勝利後登録
DIALOGUE_KEY_CERT_2_CERULEAN_SYNC,EVENT_KEY_CERT_2_CERULEAN,ACTOR_KEY_SYSTEM,COMPLETE,しょうりずみを かくにん。\nだい2しょう とうろく。,STEP_KEY_CERT_2_CERULEAN_SET_DONE,既存defeat済み同期
DIALOGUE_KEY_CERT_2_CERULEAN_DECLINE,EVENT_KEY_CERT_2_CERULEAN,ACTOR_KEY_SYSTEM,DECLINE,じゅんびが できたら\nまた どうぞ。,STEP_KEY_CERT_2_CERULEAN_END,辞退時
DIALOGUE_KEY_CERT_2_CERULEAN_LOSS,EVENT_KEY_CERT_2_CERULEAN,ACTOR_KEY_SYSTEM,FAILURE,きろくは のこさない。\nもういちど どうぞ。,STEP_KEY_CERT_2_CERULEAN_END,敗北後再試行案内
DIALOGUE_KEY_CERT_2_CERULEAN_REVISIT,EVENT_KEY_CERT_2_CERULEAN,ACTOR_KEY_SYSTEM,REVISIT,だい2しょうは\nとうろくずみ。,STEP_KEY_CERT_2_CERULEAN_END,認定済み
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_START_INTRO,EVENT_KEY_SIDE_UNDERGROUND_BREATH_START,ACTOR_KEY_EVENT_IWA,INTRO,じめんの したから\nかぜの おとが する。,STEP_KEY_SIDE_UNDERGROUND_BREATH_START_PROMPT,初回説明
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_START_PROMPT,EVENT_KEY_SIDE_UNDERGROUND_BREATH_START,ACTOR_KEY_EVENT_IWA,PROMPT,ふたつの どうくつで\nおとを きくか？,STEP_KEY_SIDE_UNDERGROUND_BREATH_START_ACCEPT,YES_NO表示文
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_START_ACCEPT,EVENT_KEY_SIDE_UNDERGROUND_BREATH_START,ACTOR_KEY_EVENT_IWA,ACCEPT,まずは ディグダの\nあなへ いってくれ。,STEP_KEY_SIDE_UNDERGROUND_BREATH_START_SET_DONE,受諾確認
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_START_DECLINE,EVENT_KEY_SIDE_UNDERGROUND_BREATH_START,ACTOR_KEY_EVENT_IWA,DECLINE,しずかな ときで いい。\nまた たのむ。,STEP_KEY_SIDE_UNDERGROUND_BREATH_START_END,辞退時
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_START_REVISIT,EVENT_KEY_SIDE_UNDERGROUND_BREATH_START,ACTOR_KEY_EVENT_IWA,REVISIT,ディグダの あなから\nイワヤマへ。,STEP_KEY_SIDE_UNDERGROUND_BREATH_START_END,完了後
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_DIGLETT_INTRO,EVENT_KEY_SIDE_UNDERGROUND_BREATH_DIGLETT,ACTOR_KEY_SYSTEM,INTRO,センサーが\nちいさな かぜを ひろう。,STEP_KEY_SIDE_UNDERGROUND_BREATH_DIGLETT_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_DIGLETT_COMPLETE,EVENT_KEY_SIDE_UNDERGROUND_BREATH_DIGLETT,ACTOR_KEY_SYSTEM,COMPLETE,みなみから きたへ\nかぜが ぬけている。,STEP_KEY_SIDE_UNDERGROUND_BREATH_DIGLETT_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_DIGLETT_REVISIT,EVENT_KEY_SIDE_UNDERGROUND_BREATH_DIGLETT,ACTOR_KEY_SYSTEM,REVISIT,かぜの むきは\nかわっていない。,STEP_KEY_SIDE_UNDERGROUND_BREATH_DIGLETT_END,完了後再訪会話
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_INTRO,EVENT_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE,ACTOR_KEY_SYSTEM,INTRO,ふたつの どうくつで\nかぜが つながった。,STEP_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_PROMPT,報告受付
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_PROMPT,EVENT_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE,ACTOR_KEY_SYSTEM,PROMPT,ほぜんの おれいを\nうけとりますか？,STEP_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_GIVE,報酬受取確認
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_COMPLETE,EVENT_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,モンスターボールを\n5こ うけとった。,STEP_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_SET_DONE,報酬transaction成功後
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_SYNC,EVENT_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,おれいは うけとりずみ。\nかぜを きろくする。,STEP_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_SET_DONE,claim済みでevent state未同期の場合
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_DECLINE,EVENT_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE,ACTOR_KEY_SYSTEM,DECLINE,もちものを ととのえて\nまた どうぞ。,STEP_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_END,受取辞退
DIALOGUE_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_REVISIT,EVENT_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE,ACTOR_KEY_SYSTEM,REVISIT,ちかの かぜは\nきろくずみ。,STEP_KEY_SIDE_UNDERGROUND_BREATH_COMPLETE_END,完了後
DIALOGUE_KEY_SIDE_WATER_CURRENT_START_INTRO,EVENT_KEY_SIDE_WATER_CURRENT_START,ACTOR_KEY_EVENT_NAMI,INTRO,かわの おとに\nでんきの ひびきが まじる。,STEP_KEY_SIDE_WATER_CURRENT_START_PROMPT,初回説明
DIALOGUE_KEY_SIDE_WATER_CURRENT_START_PROMPT,EVENT_KEY_SIDE_WATER_CURRENT_START,ACTOR_KEY_EVENT_NAMI,PROMPT,10ばんどうろから\nはつでんしょへ いく？,STEP_KEY_SIDE_WATER_CURRENT_START_ACCEPT,YES_NO表示文
DIALOGUE_KEY_SIDE_WATER_CURRENT_START_ACCEPT,EVENT_KEY_SIDE_WATER_CURRENT_START,ACTOR_KEY_EVENT_NAMI,ACCEPT,みずに ふれず\nおとだけ たどって。,STEP_KEY_SIDE_WATER_CURRENT_START_SET_DONE,受諾確認
DIALOGUE_KEY_SIDE_WATER_CURRENT_START_DECLINE,EVENT_KEY_SIDE_WATER_CURRENT_START,ACTOR_KEY_EVENT_NAMI,DECLINE,あめの ひは さけよう。\nまた たのむね。,STEP_KEY_SIDE_WATER_CURRENT_START_END,辞退時
DIALOGUE_KEY_SIDE_WATER_CURRENT_START_REVISIT,EVENT_KEY_SIDE_WATER_CURRENT_START,ACTOR_KEY_EVENT_NAMI,REVISIT,かわの おとを\nひがしへ たどって。,STEP_KEY_SIDE_WATER_CURRENT_START_END,完了後
DIALOGUE_KEY_SIDE_WATER_CURRENT_ROUTE10_INTRO,EVENT_KEY_SIDE_WATER_CURRENT_ROUTE10,ACTOR_KEY_NARRATION,INTRO,かわの おとが\nきんぞくへ ひびく。,STEP_KEY_SIDE_WATER_CURRENT_ROUTE10_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_SIDE_WATER_CURRENT_ROUTE10_COMPLETE,EVENT_KEY_SIDE_WATER_CURRENT_ROUTE10,ACTOR_KEY_NARRATION,COMPLETE,でんきの みちは\nみずの そとに ある。,STEP_KEY_SIDE_WATER_CURRENT_ROUTE10_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_SIDE_WATER_CURRENT_ROUTE10_REVISIT,EVENT_KEY_SIDE_WATER_CURRENT_ROUTE10,ACTOR_KEY_NARRATION,REVISIT,ひびきは きょうも\nかわを わたる。,STEP_KEY_SIDE_WATER_CURRENT_ROUTE10_END,完了後再訪会話
DIALOGUE_KEY_SIDE_WATER_CURRENT_COMPLETE_INTRO,EVENT_KEY_SIDE_WATER_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,INTRO,みずから はなれた\nつよい ひびきが ある。,STEP_KEY_SIDE_WATER_CURRENT_COMPLETE_PROMPT,既存取得host前の導入
DIALOGUE_KEY_SIDE_WATER_CURRENT_COMPLETE_PROMPT,EVENT_KEY_SIDE_WATER_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,PROMPT,ひびきへ\nこえを かけますか？,STEP_KEY_SIDE_WATER_CURRENT_COMPLETE_CALL,取得実行確認
DIALOGUE_KEY_SIDE_WATER_CURRENT_COMPLETE_COMPLETE,EVENT_KEY_SIDE_WATER_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,みらいの けはいが\nなかまに くわわった。,STEP_KEY_SIDE_WATER_CURRENT_COMPLETE_SET_DONE,既存transaction成功後
DIALOGUE_KEY_SIDE_WATER_CURRENT_COMPLETE_SYNC,EVENT_KEY_SIDE_WATER_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,その けはいは\nすでに こたえている。,STEP_KEY_SIDE_WATER_CURRENT_COMPLETE_SET_DONE,既存claim済み同期
DIALOGUE_KEY_SIDE_WATER_CURRENT_COMPLETE_DECLINE,EVENT_KEY_SIDE_WATER_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,DECLINE,あんぜんを たしかめて\nまた こえを かけよう。,STEP_KEY_SIDE_WATER_CURRENT_COMPLETE_END,辞退時
DIALOGUE_KEY_SIDE_WATER_CURRENT_COMPLETE_FAILURE,EVENT_KEY_SIDE_WATER_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,FAILURE,うけいれる ばしょを\nあけて もどろう。,STEP_KEY_SIDE_WATER_CURRENT_COMPLETE_END,party/PC容量不足等
DIALOGUE_KEY_SIDE_WATER_CURRENT_COMPLETE_REVISIT,EVENT_KEY_SIDE_WATER_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,REVISIT,みずと でんきの\nきろくは そろった。,STEP_KEY_SIDE_WATER_CURRENT_COMPLETE_END,取得済み再訪
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_START_INTRO,EVENT_KEY_SIDE_MEMORY_LIGHT_START,ACTOR_KEY_EVENT_NAGI,INTRO,よるの みちに\nきえない あかりが ある。,STEP_KEY_SIDE_MEMORY_LIGHT_START_PROMPT,初回説明
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_START_PROMPT,EVENT_KEY_SIDE_MEMORY_LIGHT_START,ACTOR_KEY_EVENT_NAGI,PROMPT,タワーと あとの ちかで\nひかりを みる？,STEP_KEY_SIDE_MEMORY_LIGHT_START_ACCEPT,YES_NO表示文
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_START_ACCEPT,EVENT_KEY_SIDE_MEMORY_LIGHT_START,ACTOR_KEY_EVENT_NAGI,ACCEPT,こわさず さわがず\nしずかに みて。,STEP_KEY_SIDE_MEMORY_LIGHT_START_SET_DONE,受諾確認
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_START_DECLINE,EVENT_KEY_SIDE_MEMORY_LIGHT_START,ACTOR_KEY_EVENT_NAGI,DECLINE,あかりは まっている。\nまた きて。,STEP_KEY_SIDE_MEMORY_LIGHT_START_END,辞退時
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_START_REVISIT,EVENT_KEY_SIDE_MEMORY_LIGHT_START,ACTOR_KEY_EVENT_NAGI,REVISIT,タワーの うえから\nちかの あとへ。,STEP_KEY_SIDE_MEMORY_LIGHT_START_END,完了後
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_TOWER_INTRO,EVENT_KEY_SIDE_MEMORY_LIGHT_TOWER,ACTOR_KEY_NARRATION,INTRO,あかりは かべに\nおだやかな かげを つくる。,STEP_KEY_SIDE_MEMORY_LIGHT_TOWER_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_TOWER_COMPLETE,EVENT_KEY_SIDE_MEMORY_LIGHT_TOWER,ACTOR_KEY_NARRATION,COMPLETE,タワーの ひかりを\nきろくした。,STEP_KEY_SIDE_MEMORY_LIGHT_TOWER_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_TOWER_REVISIT,EVENT_KEY_SIDE_MEMORY_LIGHT_TOWER,ACTOR_KEY_NARRATION,REVISIT,かげは しずかに\nゆれている。,STEP_KEY_SIDE_MEMORY_LIGHT_TOWER_END,完了後再訪会話
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_COMPLETE_INTRO,EVENT_KEY_SIDE_MEMORY_LIGHT_COMPLETE,ACTOR_KEY_SYSTEM,INTRO,ちかの あとにも\nおなじ あかりが のこる。,STEP_KEY_SIDE_MEMORY_LIGHT_COMPLETE_PROMPT,報告受付
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_COMPLETE_PROMPT,EVENT_KEY_SIDE_MEMORY_LIGHT_COMPLETE,ACTOR_KEY_SYSTEM,PROMPT,ちいさな おれいを\nうけとりますか？,STEP_KEY_SIDE_MEMORY_LIGHT_COMPLETE_GIVE,報酬受取確認
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_COMPLETE_COMPLETE,EVENT_KEY_SIDE_MEMORY_LIGHT_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,オレンのみを\nうけとった。,STEP_KEY_SIDE_MEMORY_LIGHT_COMPLETE_SET_DONE,報酬transaction成功後
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_COMPLETE_SYNC,EVENT_KEY_SIDE_MEMORY_LIGHT_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,おれいは うけとりずみ。\nあかりを きろくする。,STEP_KEY_SIDE_MEMORY_LIGHT_COMPLETE_SET_DONE,claim済みでevent state未同期の場合
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_COMPLETE_DECLINE,EVENT_KEY_SIDE_MEMORY_LIGHT_COMPLETE,ACTOR_KEY_SYSTEM,DECLINE,もちものを ととのえて\nまた どうぞ。,STEP_KEY_SIDE_MEMORY_LIGHT_COMPLETE_END,受取辞退
DIALOGUE_KEY_SIDE_MEMORY_LIGHT_COMPLETE_REVISIT,EVENT_KEY_SIDE_MEMORY_LIGHT_COMPLETE,ACTOR_KEY_SYSTEM,REVISIT,ふたつの あかりは\nきろくずみ。,STEP_KEY_SIDE_MEMORY_LIGHT_COMPLETE_END,完了後
DIALOGUE_KEY_QOL_FIELD_KIT_INTRO,EVENT_KEY_QOL_FIELD_KIT,ACTOR_KEY_EVENT_YUI,INTRO,そとでも PCと\nそだてかたを つかえる。,STEP_KEY_QOL_FIELD_KIT_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_QOL_FIELD_KIT_COMPLETE,EVENT_KEY_QOL_FIELD_KIT,ACTOR_KEY_EVENT_YUI,COMPLETE,もちものの せいりも\nまとめて できるよ。,STEP_KEY_QOL_FIELD_KIT_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_QOL_FIELD_KIT_REVISIT,EVENT_KEY_QOL_FIELD_KIT,ACTOR_KEY_EVENT_YUI,REVISIT,えんせいの じゅんびは\nフィールドで できる。,STEP_KEY_QOL_FIELD_KIT_END,完了後再訪会話
DIALOGUE_KEY_QOL_LATE_TRAINING_INTRO,EVENT_KEY_QOL_LATE_TRAINING,ACTOR_KEY_SYSTEM,INTRO,そだてる どうぐと\nとくせいの そうだん。,STEP_KEY_QOL_LATE_TRAINING_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_QOL_LATE_TRAINING_COMPLETE,EVENT_KEY_QOL_LATE_TRAINING,ACTOR_KEY_SYSTEM,COMPLETE,きたえなおしは\nみせで まとめて できる。,STEP_KEY_QOL_LATE_TRAINING_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_QOL_LATE_TRAINING_REVISIT,EVENT_KEY_QOL_LATE_TRAINING,ACTOR_KEY_SYSTEM,REVISIT,こうはんの いくせいは\nみせで かくにん。,STEP_KEY_QOL_LATE_TRAINING_END,完了後再訪会話
DIALOGUE_KEY_QOL_RESEARCH_PROFILE_INTRO,EVENT_KEY_QOL_RESEARCH_PROFILE,ACTOR_KEY_EVENT_YUI,INTRO,ちょうさの きろくが\nひとつに まとまった。,STEP_KEY_QOL_RESEARCH_PROFILE_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_QOL_RESEARCH_PROFILE_COMPLETE,EVENT_KEY_QOL_RESEARCH_PROFILE,ACTOR_KEY_EVENT_YUI,COMPLETE,レーダーと いくせいを\nおなじ きろくで みられる。,STEP_KEY_QOL_RESEARCH_PROFILE_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_QOL_RESEARCH_PROFILE_REVISIT,EVENT_KEY_QOL_RESEARCH_PROFILE,ACTOR_KEY_EVENT_YUI,REVISIT,ちょうさの きろくは\nプロフィールで みてね。,STEP_KEY_QOL_RESEARCH_PROFILE_END,完了後再訪会話
DIALOGUE_KEY_CERT_4_CELADON_INTRO,EVENT_KEY_CERT_4_CELADON,ACTOR_KEY_SYSTEM,INTRO,だい4にんてい。\nくさきの こうたい。,STEP_KEY_CERT_4_CELADON_PROMPT,認定テーマ提示
DIALOGUE_KEY_CERT_4_CELADON_PROMPT,EVENT_KEY_CERT_4_CELADON,ACTOR_KEY_SYSTEM,PROMPT,きろくせんを\nはじめますか？,STEP_KEY_CERT_4_CELADON_BATTLE,認定戦開始確認
DIALOGUE_KEY_CERT_4_CELADON_WIN,EVENT_KEY_CERT_4_CELADON,ACTOR_KEY_SYSTEM,COMPLETE,しょうりを かくにん。\nだい4しょう とうろく。,STEP_KEY_CERT_4_CELADON_SET_DONE,勝利後登録
DIALOGUE_KEY_CERT_4_CELADON_SYNC,EVENT_KEY_CERT_4_CELADON,ACTOR_KEY_SYSTEM,COMPLETE,しょうりずみを かくにん。\nだい4しょう とうろく。,STEP_KEY_CERT_4_CELADON_SET_DONE,既存defeat済み同期
DIALOGUE_KEY_CERT_4_CELADON_DECLINE,EVENT_KEY_CERT_4_CELADON,ACTOR_KEY_SYSTEM,DECLINE,じゅんびが できたら\nまた どうぞ。,STEP_KEY_CERT_4_CELADON_END,辞退時
DIALOGUE_KEY_CERT_4_CELADON_LOSS,EVENT_KEY_CERT_4_CELADON,ACTOR_KEY_SYSTEM,FAILURE,きろくは のこさない。\nもういちど どうぞ。,STEP_KEY_CERT_4_CELADON_END,敗北後再試行案内
DIALOGUE_KEY_CERT_4_CELADON_REVISIT,EVENT_KEY_CERT_4_CELADON,ACTOR_KEY_SYSTEM,REVISIT,だい4しょうは\nとうろくずみ。,STEP_KEY_CERT_4_CELADON_END,認定済み
DIALOGUE_KEY_SIDE_CITY_SEEDS_START_INTRO,EVENT_KEY_SIDE_CITY_SEEDS_START,ACTOR_KEY_SYSTEM,INTRO,まちの そとに\nつよい たねが おちている。,STEP_KEY_SIDE_CITY_SEEDS_START_PROMPT,初回説明
DIALOGUE_KEY_SIDE_CITY_SEEDS_START_PROMPT,EVENT_KEY_SIDE_CITY_SEEDS_START,ACTOR_KEY_SYSTEM,PROMPT,タマムシの おくじょうで\nそだちを みますか？,STEP_KEY_SIDE_CITY_SEEDS_START_ACCEPT,YES_NO表示文
DIALOGUE_KEY_SIDE_CITY_SEEDS_START_ACCEPT,EVENT_KEY_SIDE_CITY_SEEDS_START,ACTOR_KEY_SYSTEM,ACCEPT,ひとの くらしと\nくさきの あいだを みよう。,STEP_KEY_SIDE_CITY_SEEDS_START_SET_DONE,受諾確認
DIALOGUE_KEY_SIDE_CITY_SEEDS_START_DECLINE,EVENT_KEY_SIDE_CITY_SEEDS_START,ACTOR_KEY_SYSTEM,DECLINE,たねは ここに のこる。\nまた みてみよう。,STEP_KEY_SIDE_CITY_SEEDS_START_END,辞退時
DIALOGUE_KEY_SIDE_CITY_SEEDS_START_REVISIT,EVENT_KEY_SIDE_CITY_SEEDS_START,ACTOR_KEY_SYSTEM,REVISIT,タマムシの たかい\nばしょへ いこう。,STEP_KEY_SIDE_CITY_SEEDS_START_END,完了後
DIALOGUE_KEY_SIDE_CITY_SEEDS_COMPLETE_INTRO,EVENT_KEY_SIDE_CITY_SEEDS_COMPLETE,ACTOR_KEY_SYSTEM,INTRO,まちの ひかりでも\nちいさな めが のびた。,STEP_KEY_SIDE_CITY_SEEDS_COMPLETE_PROMPT,報告受付
DIALOGUE_KEY_SIDE_CITY_SEEDS_COMPLETE_PROMPT,EVENT_KEY_SIDE_CITY_SEEDS_COMPLETE,ACTOR_KEY_SYSTEM,PROMPT,そだてた ひとからの\nおれいを うけとる？,STEP_KEY_SIDE_CITY_SEEDS_COMPLETE_GIVE,報酬受取確認
DIALOGUE_KEY_SIDE_CITY_SEEDS_COMPLETE_COMPLETE,EVENT_KEY_SIDE_CITY_SEEDS_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,オレンのみを\nうけとった。,STEP_KEY_SIDE_CITY_SEEDS_COMPLETE_SET_DONE,報酬transaction成功後
DIALOGUE_KEY_SIDE_CITY_SEEDS_COMPLETE_SYNC,EVENT_KEY_SIDE_CITY_SEEDS_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,おれいは うけとりずみ。\nめを きろくする。,STEP_KEY_SIDE_CITY_SEEDS_COMPLETE_SET_DONE,claim済みでevent state未同期の場合
DIALOGUE_KEY_SIDE_CITY_SEEDS_COMPLETE_DECLINE,EVENT_KEY_SIDE_CITY_SEEDS_COMPLETE,ACTOR_KEY_SYSTEM,DECLINE,もちものを ととのえて\nまた どうぞ。,STEP_KEY_SIDE_CITY_SEEDS_COMPLETE_END,受取辞退
DIALOGUE_KEY_SIDE_CITY_SEEDS_COMPLETE_REVISIT,EVENT_KEY_SIDE_CITY_SEEDS_COMPLETE,ACTOR_KEY_SYSTEM,REVISIT,まちの めは\nげんきに そだつ。,STEP_KEY_SIDE_CITY_SEEDS_COMPLETE_END,完了後
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_START_INTRO,EVENT_KEY_SIDE_WETLAND_MIGRATION_START,ACTOR_KEY_EVENT_KAI,INTRO,みずべの むれが\nみなみへ うごいている。,STEP_KEY_SIDE_WETLAND_MIGRATION_START_PROMPT,初回説明
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_START_PROMPT,EVENT_KEY_SIDE_WETLAND_MIGRATION_START,ACTOR_KEY_EVENT_KAI,PROMPT,12から15ばんまで\nしるしを みる？,STEP_KEY_SIDE_WETLAND_MIGRATION_START_ACCEPT,YES_NO表示文
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_START_ACCEPT,EVENT_KEY_SIDE_WETLAND_MIGRATION_START,ACTOR_KEY_EVENT_KAI,ACCEPT,おいかけず\nみちだけ たどって。,STEP_KEY_SIDE_WETLAND_MIGRATION_START_SET_DONE,受諾確認
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_START_DECLINE,EVENT_KEY_SIDE_WETLAND_MIGRATION_START,ACTOR_KEY_EVENT_KAI,DECLINE,むれを いそがせない。\nまた みよう。,STEP_KEY_SIDE_WETLAND_MIGRATION_START_END,辞退時
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_START_REVISIT,EVENT_KEY_SIDE_WETLAND_MIGRATION_START,ACTOR_KEY_EVENT_KAI,REVISIT,13 14 15ばんを\nじゅんに みて。,STEP_KEY_SIDE_WETLAND_MIGRATION_START_END,完了後
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_ROUTE13_INTRO,EVENT_KEY_SIDE_WETLAND_MIGRATION_ROUTE13,ACTOR_KEY_NARRATION,INTRO,かぜの よわい くさに\nはねが ひとつ のこる。,STEP_KEY_SIDE_WETLAND_MIGRATION_ROUTE13_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_ROUTE13_COMPLETE,EVENT_KEY_SIDE_WETLAND_MIGRATION_ROUTE13,ACTOR_KEY_NARRATION,COMPLETE,むれは ここで\nすこし やすんだ。,STEP_KEY_SIDE_WETLAND_MIGRATION_ROUTE13_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_ROUTE13_REVISIT,EVENT_KEY_SIDE_WETLAND_MIGRATION_ROUTE13,ACTOR_KEY_NARRATION,REVISIT,くさは たおれず\nみちを のこしている。,STEP_KEY_SIDE_WETLAND_MIGRATION_ROUTE13_END,完了後再訪会話
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_ROUTE14_INTRO,EVENT_KEY_SIDE_WETLAND_MIGRATION_ROUTE14,ACTOR_KEY_NARRATION,INTRO,つよい かぜの なかに\nひくい みちが ある。,STEP_KEY_SIDE_WETLAND_MIGRATION_ROUTE14_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_ROUTE14_COMPLETE,EVENT_KEY_SIDE_WETLAND_MIGRATION_ROUTE14,ACTOR_KEY_NARRATION,COMPLETE,むれは くさの かげを\nつかって すすんだ。,STEP_KEY_SIDE_WETLAND_MIGRATION_ROUTE14_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_ROUTE14_REVISIT,EVENT_KEY_SIDE_WETLAND_MIGRATION_ROUTE14,ACTOR_KEY_NARRATION,REVISIT,ひくい みちは\nかぜから かくれる。,STEP_KEY_SIDE_WETLAND_MIGRATION_ROUTE14_END,完了後再訪会話
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_INTRO,EVENT_KEY_SIDE_WETLAND_MIGRATION_COMPLETE,ACTOR_KEY_SYSTEM,INTRO,むれが しずかに\nしっちへ はいった。,STEP_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_PROMPT,報告受付
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_PROMPT,EVENT_KEY_SIDE_WETLAND_MIGRATION_COMPLETE,ACTOR_KEY_SYSTEM,PROMPT,かんそくの おれいを\nうけとりますか？,STEP_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_GIVE,報酬受取確認
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_COMPLETE,EVENT_KEY_SIDE_WETLAND_MIGRATION_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,ハイパーボールを\n3こ うけとった。,STEP_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_SET_DONE,報酬transaction成功後
