party_key,encounter_key,battle_format,party_size,level_floor,level_cap,shared_party_policy,sharing_reason,ai_profile_key,trainer_item_keys,gimmick_key,runtime_status,notes
PARTY_KANTO_BOSS_GYM_01,ENC_KANTO_BOSS_GYM_01,SINGLE,6,78,80,UNIQUE_BOSS,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,EXISTING_ROM_VERIFIED,"TASK06 unique six-member design; source_size=6; fixed Lv78-80; win path A=キョジオーン(先発・削り) -> プテラ(切り札); win path B=プテラ(切り札) as counterweight; known-state-only AI=AI_FULL_SMART; gimmick=NONE; ability/nature/EV are catalog design, while species/form/level/item/moves/IV use current party fields"
PARTY_TOHOKU_REF_0181,ENC_TOHOKU_REF_0181,SINGLE,6,88,91,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,TASK01 target applied: POST_UNLOCK_REMATCH_CAPSTONE_FIXED L88-91; unlock前はsource lower-tier L17-21＋NONE、unlock後だけ6体・上位帯branchへ切替。ace=L91、core=L90-91; player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T189_JP_RANGERとphysical_map_key=VEGA_PHYSICAL_03_026を維持；party_key=PARTY_TOHOKU_REF_0181はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=6でtempo/control lead・物理breaker・特殊breaker・耐久pivot・speed  Runtime=NEEDS_FINAL_CODEX_INTEGRATION; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0182,ENC_TOHOKU_REF_0182,SINGLE,6,88,91,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,TASK01 target applied: POST_UNLOCK_REMATCH_CAPSTONE_FIXED L88-91; unlock前はsource lower-tier L17-21＋NONE、unlock後だけ6体・上位帯branchへ切替。ace=L91、core=L90-91; player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T189_JP_RANGERとphysical_map_key=VEGA_PHYSICAL_03_026を維持；party_key=PARTY_TOHOKU_REF_0182はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=6でtempo/control lead・物理breaker・特殊breaker・耐久pivot・speed  Runtime=NEEDS_FINAL_CODEX_INTEGRATION; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0183,ENC_TOHOKU_REF_0183,SINGLE,4,34,38,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,"TASK03 individual party; source core=3; target=4; functions=TEMPO_CONTROL_LEAD,PHYSICAL_OR_SPECIAL_BREAKER,DEFENSIVE_PIVOT,CLEANER_ACE; additions=slot4:SPECIES_KEY_STARYU; ability/nature/EV remain catalog-only; no player-level scaling."
PARTY_TOHOKU_REF_0184,ENC_TOHOKU_REF_0184,SINGLE,3,5,9,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: PRESERVE_STAGE34_LIVE_BAND L5-9; 現行54戦のsize/level/AI/binding骨格を維持し、global player-level scalingを使わない。 Identity: identity_key=IDENTITY_TOHOKU_T190_JP_BUGとphysical_map_key=VEGA_PHYSICAL_03_020を維持；party_key=PARTY_TOHOKU_REF_0184はUNIQUE_INSTANCEで共有party化禁止；Stage34実装済み54戦のparty size・level帯・AI・物理binding骨格を維持し、改善は役割重複解消とidentity強化に限定；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止； Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0185,ENC_TOHOKU_REF_0185,SINGLE,3,5,9,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: PRESERVE_STAGE34_LIVE_BAND L5-9; 現行54戦のsize/level/AI/binding骨格を維持し、global player-level scalingを使わない。 Identity: identity_key=IDENTITY_TOHOKU_T190_JP_BUGとphysical_map_key=VEGA_PHYSICAL_03_020を維持；party_key=PARTY_TOHOKU_REF_0185はUNIQUE_INSTANCEで共有party化禁止；Stage34実装済み54戦のparty size・level帯・AI・物理binding骨格を維持し、改善は役割重複解消とidentity強化に限定；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止； Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0186,ENC_TOHOKU_REF_0186,SINGLE,5,17,21,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L17-21; lead/coreを帯の上半分、aceをL21へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T191_JP_HIKERとphysical_map_key=VEGA_PHYSICAL_03_025を維持；party_key=PARTY_TOHOKU_REF_0186はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=5で先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0187,ENC_TOHOKU_REF_0187,SINGLE,5,17,21,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L17-21; lead/coreを帯の上半分、aceをL21へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T191_JP_HIKERとphysical_map_key=VEGA_PHYSICAL_03_025を維持；party_key=PARTY_TOHOKU_REF_0187はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=5で先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0188,ENC_TOHOKU_REF_0188,SINGLE,4,32,36,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,"TASK03 individual party; source core=3; target=4; functions=TEMPO_CONTROL_LEAD,PHYSICAL_OR_SPECIAL_BREAKER,DEFENSIVE_PIVOT,CLEANER_ACE; additions=slot4:SPECIES_KEY_REVAVROOM; ability/nature/EV remain catalog-only; no player-level scaling."
PARTY_TOHOKU_REF_0189,ENC_TOHOKU_REF_0189,SINGLE,5,22,26,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L22-26; lead/coreを帯の上半分、aceをL26へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T193_JP_BIRDとphysical_map_key=VEGA_PHYSICAL_03_042を維持；party_key=PARTY_TOHOKU_REF_0189はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=5で先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member  Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0190,ENC_TOHOKU_REF_0190,SINGLE,5,22,26,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L22-26; lead/coreを帯の上半分、aceをL26へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T193_JP_BIRDとphysical_map_key=VEGA_PHYSICAL_03_042を維持；party_key=PARTY_TOHOKU_REF_0190はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=5で先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member  Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0191,ENC_TOHOKU_REF_0191,SINGLE,6,88,91,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,TASK01 target applied: POST_UNLOCK_REMATCH_CAPSTONE_FIXED L88-91; unlock前はsource lower-tier L23-27＋NONE、unlock後だけ6体・上位帯branchへ切替。ace=L91、core=L90-91; player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T194_JP_PSYCHICとphysical_map_key=VEGA_PHYSICAL_03_042を維持；party_key=PARTY_TOHOKU_REF_0191はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=6でtempo/control lead・物理breaker・特殊breaker・耐久pivot・speed Runtime=NEEDS_FINAL_CODEX_INTEGRATION; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0192,ENC_TOHOKU_REF_0192,SINGLE,6,88,91,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,TASK01 target applied: POST_UNLOCK_REMATCH_CAPSTONE_FIXED L88-91; unlock前はsource lower-tier L23-27＋NONE、unlock後だけ6体・上位帯branchへ切替。ace=L91、core=L90-91; player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T194_JP_PSYCHICとphysical_map_key=VEGA_PHYSICAL_03_042を維持；party_key=PARTY_TOHOKU_REF_0192はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=6でtempo/control lead・物理breaker・特殊breaker・耐久pivot・speed Runtime=NEEDS_FINAL_CODEX_INTEGRATION; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0193,ENC_TOHOKU_REF_0193,SINGLE,4,22,26,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L22-26; lead/coreを帯の上半分、aceをL26へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T195_JP_DHとphysical_map_key=VEGA_PHYSICAL_01_050を維持；party_key=PARTY_TOHOKU_REF_0193はUNIQUE_INSTANCEで共有party化禁止；target_party_size=4で先発・breaker・pivot/support・aceの4機能を要求し、source member 3体から4体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可 Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0194,ENC_TOHOKU_REF_0194,SINGLE,5,24,28,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L24-28; lead/coreを帯の上半分、aceをL28へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T196_JP_HEXとphysical_map_key=VEGA_PHYSICAL_03_043を維持；party_key=PARTY_TOHOKU_REF_0194はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=5で先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4 Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0195,ENC_TOHOKU_REF_0195,SINGLE,5,24,28,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L24-28; lead/coreを帯の上半分、aceをL28へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T196_JP_HEXとphysical_map_key=VEGA_PHYSICAL_03_043を維持；party_key=PARTY_TOHOKU_REF_0195はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=5で先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4 Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0196,ENC_TOHOKU_REF_0196,SINGLE,5,60,64,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,DESIGN_READY_STANDARD_RUNTIME,Fixed L60-64; no player-level scaling. Sequence=slot1:イダイトウ/切り札 → slot2:ブルンゲル/物理受け → slot3:カマスジョー/高速 → slot4:フーディン/高速特殊 → slot5:サーフゴー/補完枠・テラ切り札. Two-route counterplay=主警戒=状態異常+交代操作+回復耐久。対抗路①状態耐性・回復・身代わりのいずれかを用意する、②一貫する中火力技で読み負けの損失を抑える。ENC_TOHOKU_REF_0196では単一species・単一type・完全な先読みAIだけを必須解にしない。高難度でも対抗路①先発への即時tempo、②耐久pivot＋status/除去、③speed controlまたはpriorityのうち最低二つを有効にし、完全有利な単一species/typeや隠し情報だけを必須解にしない。通常戦でも短期tempo routeと耐久pivot/status routeの少なくとも二経路を残す。 Identity=identity_key=IDENTITY_TOHOKU_T197_JP_SWIMMERとphysical_map_key=VEGA_PHYSICAL_03_045を維持；party_key=PARTY_TOHOKU_REF_0196はUNIQUE_INSTANCEで共有party化禁止；target_party_size=5で先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない；AI=AI_FULL_SMARTは既知のbattle stateだけを使い、playerの未公開技・道具・switch選択を読まない；primary gimmick=NONE。unlock前special itemは合法normal role itemまたはITEM_KEY_NONEへ置換 Unsupported ability/nature/EV fields use the documented current-ABI fallback.
PARTY_TOHOKU_REF_0197,ENC_TOHOKU_REF_0197,SINGLE,4,27,31,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,"TASK03 individual party; source core=3; target=4; functions=TEMPO_CONTROL_LEAD,PHYSICAL_OR_SPECIAL_BREAKER,DEFENSIVE_PIVOT,CLEANER_ACE; additions=slot4:SPECIES_KEY_HOUNDOOM; ability/nature/EV remain catalog-only; no player-level scaling."
PARTY_TOHOKU_REF_0198,ENC_TOHOKU_REF_0198,SINGLE,6,88,91,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,"TASK03 individual party; source core=4; target=6; functions=TEMPO_CONTROL_LEAD,PHYSICAL_BREAKER,SPECIAL_BREAKER,DEFENSIVE_PIVOT,SPEED_CONTROL_PRIORITY,CLEANER_ACE; additions=slot5:SPECIES_KEY_GRAFAIAI|slot6:SPECIES_KEY_ARCTIBAX; lineage_growth=slot2:SPECIES_KEY_TINKATUFF->SPECIES_KEY_TINKATON|slot3:SPECIES_KEY_PRIMEAPE->SPECIES_KEY_ANNIHILAPE; gated postgame branch only; unlock false/runtime failure uses complete source lower-tier party + NONE; ability/nature/EV remain catalog-only; no player-level scaling."
PARTY_TOHOKU_REF_0199,ENC_TOHOKU_REF_0199,SINGLE,6,88,91,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,"TASK03 individual party; source core=4; target=6; functions=TEMPO_CONTROL_LEAD,PHYSICAL_BREAKER,SPECIAL_BREAKER,DEFENSIVE_PIVOT,SPEED_CONTROL_PRIORITY,CLEANER_ACE; additions=slot5:SPECIES_KEY_HIPPOWDON|slot6:SPECIES_KEY_KINGAMBIT; lineage_growth=slot2:SPECIES_KEY_TINKATUFF->SPECIES_KEY_TINKATON|slot3:SPECIES_KEY_PRIMEAPE->SPECIES_KEY_ANNIHILAPE; gated postgame branch only; unlock false/runtime failure uses complete source lower-tier party + NONE; ability/nature/EV remain catalog-only; no player-level scaling."
PARTY_TOHOKU_REF_0200,ENC_TOHOKU_REF_0200,DOUBLE,4,8,12,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE1_TO_2 / L8-12; lead/coreを帯の上半分、aceをL12へ置き、主要member間のlevel差は最大3。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T002_JP_CAMPERとphysical_map_key=VEGA_PHYSICAL_03_023を維持；party_key=PARTY_TOHOKU_REF_0200はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；pair_or_partner_key=PAIR_ENC_TOHOKU_REF_0200のownershipと発火順を変更しない；target_p Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0201,ENC_TOHOKU_REF_0201,DOUBLE,4,8,12,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE1_TO_2 / L8-12; lead/coreを帯の上半分、aceをL12へ置き、主要member間のlevel差は最大3。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T002_JP_CAMPERとphysical_map_key=VEGA_PHYSICAL_03_023を維持；party_key=PARTY_TOHOKU_REF_0201はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；pair_or_partner_key=PAIR_ENC_TOHOKU_REF_0201のownershipと発火順を変更しない；target_p Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0202,ENC_TOHOKU_REF_0202,SINGLE,5,35,39,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,"TASK03 individual party; source core=4; target=5; functions=TEMPO_CONTROL_LEAD,PHYSICAL_BREAKER,SPECIAL_BREAKER,DEFENSIVE_PIVOT,CLEANER_ACE; additions=slot5:SPECIES_KEY_MAWILE; ability/nature/EV remain catalog-only; no player-level scaling."
PARTY_TOHOKU_REF_0203,ENC_TOHOKU_REF_0203,SINGLE,5,19,23,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L19-23; lead/coreを帯の上半分、aceをL23へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T200_JP_DHとphysical_map_key=VEGA_PHYSICAL_03_026を維持；party_key=PARTY_TOHOKU_REF_0203はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=5で先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体 Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0204,ENC_TOHOKU_REF_0204,SINGLE,5,19,23,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L19-23; lead/coreを帯の上半分、aceをL23へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T200_JP_DHとphysical_map_key=VEGA_PHYSICAL_03_026を維持；party_key=PARTY_TOHOKU_REF_0204はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=5で先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体 Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0205,ENC_TOHOKU_REF_0205,SINGLE,5,20,24,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L20-24; lead/coreを帯の上半分、aceをL24へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T201_JP_SWIMMERとphysical_map_key=VEGA_PHYSICAL_03_027を維持；party_key=PARTY_TOHOKU_REF_0205はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=5で先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source memb Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0206,ENC_TOHOKU_REF_0206,SINGLE,5,20,24,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L20-24; lead/coreを帯の上半分、aceをL24へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T201_JP_SWIMMERとphysical_map_key=VEGA_PHYSICAL_03_027を維持；party_key=PARTY_TOHOKU_REF_0206はUNIQUE_INSTANCEで共有party化禁止；同一人物の前段で示した核心speciesまたは戦術役割を最低2枠継承し、全交換を禁止；target_party_size=5で先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source memb Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0207,ENC_TOHOKU_REF_0207,SINGLE,5,37,41,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,"TASK03 individual party; source core=4; target=5; functions=TEMPO_CONTROL_LEAD,PHYSICAL_BREAKER,SPECIAL_BREAKER,DEFENSIVE_PIVOT,CLEANER_ACE; additions=slot5:SPECIES_KEY_MAWILE; ability/nature/EV remain catalog-only; no player-level scaling."
PARTY_TOHOKU_REF_0208,ENC_TOHOKU_REF_0208,SINGLE,4,19,23,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,TASK01 target applied: FIXED_HIGH_PRESSURE_STORY_BAND TOHOKU_BADGE2_TO_3 / L19-23; lead/coreを帯の上半分、aceをL23へ置き、主要member間のlevel差は最大2。player-level scaling禁止。 Identity: identity_key=IDENTITY_TOHOKU_T203_JP_HIKERとphysical_map_key=VEGA_PHYSICAL_01_081を維持；party_key=PARTY_TOHOKU_REF_0208はUNIQUE_INSTANCEで共有party化禁止；target_party_size=4で先発・breaker・pivot/support・aceの4機能を要求し、source member 3体から4体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity Runtime=READY_TO_SERIALIZE; DESIGN_COMPLETE_NOT_ROM_APPLIED
PARTY_TOHOKU_REF_0209,ENC_TOHOKU_REF_0209,SINGLE,6,88,91,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,"TASK03 individual party; source core=4; target=6; functions=TEMPO_CONTROL_LEAD,PHYSICAL_BREAKER,SPECIAL_BREAKER,DEFENSIVE_PIVOT,SPEED_CONTROL_PRIORITY,CLEANER_ACE; additions=slot5:SPECIES_KEY_GRAFAIAI|slot6:SPECIES_KEY_GHOLDENGO; lineage_growth=slot1:SPECIES_KEY_TINKATUFF->SPECIES_KEY_TINKATON|slot3:SPECIES_KEY_PRIMEAPE->SPECIES_KEY_ANNIHILAPE; gated postgame branch only; unlock false/runtime failure uses complete source lower-tier party + NONE; ability/nature/EV remain catalog-only; no player-level scaling."
PARTY_TOHOKU_REF_0210,ENC_TOHOKU_REF_0210,SINGLE,6,88,91,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],GIMMICK_Z_MOVE_REQUEST,NEEDS_FINAL_CODEX_INTEGRATION,"TASK03 individual party; source core=4; target=6; functions=TEMPO_CONTROL_LEAD,PHYSICAL_BREAKER,SPECIAL_BREAKER,DEFENSIVE_PIVOT,SPEED_CONTROL_PRIORITY,CLEANER_ACE; additions=slot5:SPECIES_KEY_RAICHU|slot6:SPECIES_KEY_ARCTIBAX; lineage_growth=slot1:SPECIES_KEY_TINKATUFF->SPECIES_KEY_TINKATON; gated postgame branch only; unlock false/runtime failure uses complete source lower-tier party + NONE; ability/nature/EV remain catalog-only; no player-level scaling."
PARTY_TOHOKU_REF_0211,ENC_TOHOKU_REF_0211,SINGLE,5,36,40,UNIQUE_INSTANCE,NONE,AI_FULL_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,"TASK03 individual party; source core=4; target=5; functions=TEMPO_CONTROL_LEAD,PHYSICAL_BREAKER,SPECIAL_BREAKER,DEFENSIVE_PIVOT,CLEANER_ACE; additions=slot5:SPECIES_KEY_MAWILE; ability/nature/EV remain catalog-only; no player-level scaling."
