encounter_key,gimmick_type,user_party_slot,required_item_key,unlock_expression,ai_activation_policy,runtime_feature_required,runtime_status,fallback_behavior,activation_test,design_reason
ENC_TOHOKU_REF_0197,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_051 (G1/M51 object:1 @(27,6))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[レアコイル＝電磁支援]→中核[ポリゴン2＝耐久人工]→切り札[エアームド＝耐久物理エース]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=レアコイル・ポリゴン2・エアームド。 高難度・多様性改訂では先発・breaker・pivot/support・aceの4機能を要求し、source member 3体から4体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0197固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0198,Z_MOVE,4,ITEM_KEY_GROUNDIUM_Z,VEGA_HALL_OF_FAME && KANTO_CERT_COUNT>=4 && RUNTIME_Z_MOVE_TRAINER_READY,Once per battle; slot 4 may convert MOVE_KEY_BULLDOZE (GROUND) only when it is a legal damaging choice; do not spend the once-only flag into immunity/protect when another visible line is better.,FEATURE_TASK03_TRAINER_Z_MOVE_BRANCH; base_move=MOVE_KEY_BULLDOZE; type=GROUND; crystal=ITEM_KEY_GROUNDIUM_Z,NEEDS_FINAL_CODEX_INTEGRATION,"unlock false, feature unavailable, initialization error, or invalid item/user pairing => select the complete source lower-tier party and NONE before battle initialization; do not partially mutate party, inventory, flags, or save state",PRE_UNLOCK_SOURCE_PARTY_NONE; POST_UNLOCK_SLOT_4; ONCE_ONLY; invalid-pair fail-closed; cleanup on SWITCH/FAINT/LOSS/BATTLE_END/SAVE_RELOAD,"VEGA_PHYSICAL_03_036 (G3/M36 object:8 @(24,45))のTOHOKU_BATTLE_SEARCHER_REMATCH_ACE。SINGLEの対処順として、先発[ヘルガー＝モスギス側の特殊火力]→中核[オコリザル＝物理]→切り札[サンドパン＝設置対策]の順で先発・中継・崩し・掃除を分担し、二つの勝ち筋を見せる。構成候補=ヘルガー・ナカヌチャン・オコリザル・サンドパン。 高難度・多様性改訂ではtempo/control lead・物理breaker・特殊breaker・耐久pivot・speed control/priority・cleaner/aceの6機能から最低5機能を要求し、source member 4体から6体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋ace…; user=サンドパン; じめんZ; base=MOVE_KEY_BULLDOZE"
ENC_TOHOKU_REF_0199,Z_MOVE,4,ITEM_KEY_FIRIUM_Z,VEGA_HALL_OF_FAME && KANTO_CERT_COUNT>=4 && RUNTIME_Z_MOVE_TRAINER_READY,Once per battle; slot 4 may convert MOVE_KEY_FLAMECHARGE (FIRE) only when it is a legal damaging choice; do not spend the once-only flag into immunity/protect when another visible line is better.,FEATURE_TASK03_TRAINER_Z_MOVE_BRANCH; base_move=MOVE_KEY_FLAMECHARGE; type=FIRE; crystal=ITEM_KEY_FIRIUM_Z,NEEDS_FINAL_CODEX_INTEGRATION,"unlock false, feature unavailable, initialization error, or invalid item/user pairing => select the complete source lower-tier party and NONE before battle initialization; do not partially mutate party, inventory, flags, or save state",PRE_UNLOCK_SOURCE_PARTY_NONE; POST_UNLOCK_SLOT_4; ONCE_ONLY; invalid-pair fail-closed; cleanup on SWITCH/FAINT/LOSS/BATTLE_END/SAVE_RELOAD,"VEGA_PHYSICAL_03_036 (G3/M36 object:8 @(24,45))のTOHOKU_BATTLE_SEARCHER_REMATCH_ACE。SINGLEの対処順として、先発[ヘルガー＝モスギス側の特殊火力]→中核[オコリザル＝物理]→切り札[カルボウ＝炎受け]の順で先発・中継・崩し・掃除を分担し、二つの勝ち筋を見せる。構成候補=ヘルガー・ナカヌチャン・オコリザル・カルボウ。 高難度・多様性改訂ではtempo/control lead・物理breaker・特殊breaker・耐久pivot・speed control/priority・cleaner/aceの6機能から最低5機能を要求し、source member 4体から6体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合…; user=カルボウ; ほのおZ; base=MOVE_KEY_FLAMECHARGE"
ENC_TOHOKU_REF_0200,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; normal authored tactics only,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,NONE_CURRENT_ABI; fixed-level authored party remains complete without mechanic,ENC_TOHOKU_REF_0200: verify no special activation and no state leakage,"Task01 primary_gimmick=NONE; VEGA_PHYSICAL_03_023 (G3/M23 object:2 @(28,27))のTOHOKU_BATTLE_SEARCHER_REMATCH_CAMPER。DOUBLEの二体同時展開として、先発[タマンチュラ＝速度操作]→中核[ビッパ＝積みの予告]→切り札[アクタシ＝御三家の基本対面]の順で地域生態と固有の二つの勝ち筋を、先発・中核・切り札へ分ける。構成候補=タマンチュラ・ココガラ・ビッパ・アクタシ。 高難度・多様性改訂"
ENC_TOHOKU_REF_0201,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; normal authored tactics only,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,NONE_CURRENT_ABI; fixed-level authored party remains complete without mechanic,ENC_TOHOKU_REF_0201: verify no special activation and no state leakage,"Task01 primary_gimmick=NONE; VEGA_PHYSICAL_03_023 (G3/M23 object:2 @(28,27))のTOHOKU_BATTLE_SEARCHER_REMATCH_CAMPER。DOUBLEの二体同時展開として、先発[タマンチュラ＝速度操作]→中核[リープン＝御三家の基本対面]→切り札[ココガラ＝物理切り札]の順で地域生態と固有の二つの勝ち筋を、先発・中核・切り札へ分ける。構成候補=タマンチュラ・グルトン・リープン・ココガラ。 高難度・多様性"
ENC_TOHOKU_REF_0202,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_090 (G1/M90 object:1 @(11,12))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[ブロロローム＝初回通常形態講習]→中核[エアームド＝はがねタイプ一致運用の耐久エース]→切り札[ヘルガー＝特殊火力と交代強要]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=ブロロローム・スターミー・エアームド・ヘルガー。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0202固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0203,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; normal authored tactics only,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,NONE_CURRENT_ABI; fixed-level authored party remains complete without mechanic,ENC_TOHOKU_REF_0203: verify no special activation and no state leakage,"Task01 primary_gimmick=NONE; VEGA_PHYSICAL_03_026 (G3/M26 object:1 @(10,12))のTOHOKU_BATTLE_SEARCHER_REMATCH_DH。SINGLEの対処順として、先発[ヒトデマン＝高速状態異常]→中核[エアームド＝耐久物理エース]→切り札[ドガース＝積み解除]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=ヒトデマン・デルビル・エアームド・ドガース。 高難度・多様性改訂では先発制"
ENC_TOHOKU_REF_0204,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; normal authored tactics only,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,NONE_CURRENT_ABI; fixed-level authored party remains complete without mechanic,ENC_TOHOKU_REF_0204: verify no special activation and no state leakage,"Task01 primary_gimmick=NONE; VEGA_PHYSICAL_03_026 (G3/M26 object:1 @(10,12))のTOHOKU_BATTLE_SEARCHER_REMATCH_DH。SINGLEの対処順として、先発[ヒトデマン＝高速状態異常]→中核[ゴースト＝睡眠展開]→切り札[デルビル＝火傷と削り]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=ヒトデマン・ポリゴン・ゴースト・デルビル。 高難度・多様性改訂では先発制御・物理"
ENC_TOHOKU_REF_0205,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; normal authored tactics only,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,NONE_CURRENT_ABI; fixed-level authored party remains complete without mechanic,ENC_TOHOKU_REF_0205: verify no special activation and no state leakage,"Task01 primary_gimmick=NONE; VEGA_PHYSICAL_03_027 (G3/M27 object:6 @(54,2))のTOHOKU_BATTLE_SEARCHER_REMATCH_SWIMMER。SINGLEの対処順として、先発[ブイゼル＝高速]→中核[チョンチー＝電気受け]→切り札[ナミイルカ＝先制水技]の順で水圧と速度操作を軸にしつつ、草・電気一択にならない副次打点を置く。構成候補=ブイゼル・ウミディグダ・チョンチー・ナミイルカ。 高難度・多様性改訂では先"
ENC_TOHOKU_REF_0206,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; normal authored tactics only,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,NONE_CURRENT_ABI; fixed-level authored party remains complete without mechanic,ENC_TOHOKU_REF_0206: verify no special activation and no state leakage,"Task01 primary_gimmick=NONE; VEGA_PHYSICAL_03_027 (G3/M27 object:6 @(54,2))のTOHOKU_BATTLE_SEARCHER_REMATCH_SWIMMER。SINGLEの対処順として、先発[ブイゼル＝雨下火力]→中核[チョンチー＝電気受け]→切り札[ニドリーノ＝序盤の物理圧力]の順で水圧と速度操作を軸にしつつ、草・電気一択にならない副次打点を置く。構成候補=ブイゼル・ウミディグダ・チョンチー・ニドリーノ。 高難度・多様性"
ENC_TOHOKU_REF_0207,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_006 (G1/M6 object:2 @(7,2))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[ブロロローム＝初回通常形態講習]→中核[エアームド＝はがねタイプ一致運用の耐久エース]→切り札[ブロロン＝新世代機械ポケモンの導入]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=ブロロローム・スターミー・エアームド・ブロロン。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0207固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0208,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; normal authored tactics only,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,NONE_CURRENT_ABI; fixed-level authored party remains complete without mechanic,ENC_TOHOKU_REF_0208: verify no special activation and no state leakage,"Task01 primary_gimmick=NONE; VEGA_PHYSICAL_01_081 (G1/M81 object:3 @(19,19))のTOHOKU_GENERAL_HIKER。SINGLEの対処順として、先発[サイホーン＝リーダーの先発予告]→中核[ゴビット＝地面・ゴースト]→切り札[ダンゴロウ＝行動保証]の順で頑丈な先発、設置、物理圧力を段階化し、長い受け回しを避ける。構成候補=サイホーン・ゴビット・ダンゴロウ。 高難度・多様性改訂では先発・breaker・pivot/s"
ENC_TOHOKU_REF_0209,Z_MOVE,4,ITEM_KEY_ELECTRIUM_Z,VEGA_HALL_OF_FAME && KANTO_CERT_COUNT>=4 && RUNTIME_Z_MOVE_TRAINER_READY,Once per battle; slot 4 may convert MOVE_KEY_THUNDERBOLT (ELECTRIC) only when it is a legal damaging choice; do not spend the once-only flag into immunity/protect when another visible line is better.,FEATURE_TASK03_TRAINER_Z_MOVE_BRANCH; base_move=MOVE_KEY_THUNDERBOLT; type=ELECTRIC; crystal=ITEM_KEY_ELECTRIUM_Z,NEEDS_FINAL_CODEX_INTEGRATION,"unlock false, feature unavailable, initialization error, or invalid item/user pairing => select the complete source lower-tier party and NONE before battle initialization; do not partially mutate party, inventory, flags, or save state",PRE_UNLOCK_SOURCE_PARTY_NONE; POST_UNLOCK_SLOT_4; ONCE_ONLY; invalid-pair fail-closed; cleanup on SWITCH/FAINT/LOSS/BATTLE_END/SAVE_RELOAD,"VEGA_PHYSICAL_03_036 (G3/M36 object:13 @(27,21))のTOHOKU_BATTLE_SEARCHER_REMATCH_ACE。SINGLEの対処順として、先発[ナカヌチャン＝切り札]→中核[オコリザル＝物理]→切り札[ライチュウ＝単発高火力の切り札]の順で先発・中継・崩し・掃除を分担し、二つの勝ち筋を見せる。構成候補=ナカヌチャン・サンドパン・オコリザル・ライチュウ。 高難度・多様性改訂ではtempo/control lead・物理breaker・特殊breaker・耐久pivot・speed control/priority・cleaner/aceの6機能から最低5機能を要求し、source member 4体から6体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋a…; user=ライチュウ; でんきZ; base=MOVE_KEY_THUNDERBOLT"
ENC_TOHOKU_REF_0210,Z_MOVE,4,ITEM_KEY_FIGHTINIUM_Z,VEGA_HALL_OF_FAME && KANTO_CERT_COUNT>=4 && RUNTIME_Z_MOVE_TRAINER_READY,Once per battle; slot 4 may convert MOVE_KEY_BRICKBREAK (FIGHTING) only when it is a legal damaging choice; do not spend the once-only flag into immunity/protect when another visible line is better.,FEATURE_TASK03_TRAINER_Z_MOVE_BRANCH; base_move=MOVE_KEY_BRICKBREAK; type=FIGHTING; crystal=ITEM_KEY_FIGHTINIUM_Z,NEEDS_FINAL_CODEX_INTEGRATION,"unlock false, feature unavailable, initialization error, or invalid item/user pairing => select the complete source lower-tier party and NONE before battle initialization; do not partially mutate party, inventory, flags, or save state",PRE_UNLOCK_SOURCE_PARTY_NONE; POST_UNLOCK_SLOT_4; ONCE_ONLY; invalid-pair fail-closed; cleanup on SWITCH/FAINT/LOSS/BATTLE_END/SAVE_RELOAD,"VEGA_PHYSICAL_03_036 (G3/M36 object:13 @(27,21))のTOHOKU_BATTLE_SEARCHER_REMATCH_ACE。SINGLEの対処順として、先発[ナカヌチャン＝切り札]→中核[タギングル＝交代誘導]→切り札[オコリザル＝物理]の順で先発・中継・崩し・掃除を分担し、二つの勝ち筋を見せる。構成候補=ナカヌチャン・サンドパン・タギングル・オコリザル。 高難度・多様性改訂ではtempo/control lead・物理breaker・特殊breaker・耐久pivot・speed control/priority・cleaner/aceの6機能から最低5機能を要求し、source member 4体から6体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合…; user=オコリザル; かくとうZ; base=MOVE_KEY_BRICKBREAK"
ENC_TOHOKU_REF_0211,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_23_001 (G23/M1 object:0 @(6,4))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[ヘルガー＝特殊火力と交代強要]→中核[スターミー＝高速範囲]→切り札[ポリゴン2＝耐久人工]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=ヘルガー・ブロロローム・スターミー・ポリゴン2。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0211固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0212,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; AI_FULL_SMART uses only disclosed battle state and normal switch/item logic.,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,This row is already the deterministic normal-battle path; no mechanic state is allocated.,"Expected-battle and legality cases verify no special activation, no locked item, and source-owned defeat/rematch cleanup.","Task01 selected NONE for this identity/map; tactical density comes from roles, fixed levels, legal items and AI rather than a special mechanic. VEGA_PHYSICAL_03_045 (G3/M45 object:3 @(15,108))のTOHOKU_GENERAL_BREEDER。SINGLEの対処順として、先発[ファントマ＝特殊崩し]→中核[ボルトック＝雨非依存の特殊崩し]→切り札[ジバコイル＝地面対策]の順で地域生態と固有の二つの勝ち筋を、先発・中核・切り札へ分ける。構成候補=ファントマ・オオスバメ・ボルトック・ジバコイル。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0212固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0213,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_090 (G1/M90 object:5 @(18,15))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[ブロロローム＝初回通常形態講習]→中核[エアームド＝はがねタイプ一致運用の耐久エース]→切り札[スターミー＝高速範囲]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=ブロロローム・ゴースト・エアームド・スターミー。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0213固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0214,TERASTAL,5,ITEM_KEY_NONE,KANTO_LEAGUE_CLEAR && RUNTIME_TERASTAL_TRAINER_READY,"Once per battle; Terastallize slot 5 to GHOST after the gated capstone branch is selected; use visible matchup/KO/defensive survival only, with deterministic tie-breaking.",FEATURE_TASK03_TRAINER_TERASTAL_BRANCH; TERA_TYPE=GHOST; user_slot=5,NEEDS_FINAL_CODEX_INTEGRATION,"unlock false, feature unavailable, initialization error, or invalid item/user pairing => select the complete source lower-tier party and NONE before battle initialization; do not partially mutate party, inventory, flags, or save state",PRE_UNLOCK_SOURCE_PARTY_NONE; POST_UNLOCK_SLOT_5; ONCE_ONLY; invalid-pair fail-closed; cleanup on SWITCH/FAINT/LOSS/BATTLE_END/SAVE_RELOAD,"VEGA_PHYSICAL_03_034 (G3/M34 object:0 @(10,11))のTOHOKU_BATTLE_SEARCHER_REMATCH_MIXED。SINGLEの対処順として、先発[ハリテヤマ＝重戦車]→中核[ヤバチャ＝高速化]→切り札[ムウマージ＝特殊]の順で地域生態と固有の二つの勝ち筋を、先発・中核・切り札へ分ける。構成候補=ハリテヤマ・バイウールー・ヤバチャ・ロトム・ムウマージ。 高難度・多様性改訂ではtempo/control lead・物理breaker・特殊breaker・耐久pivot・speed control/priority・cleaner/aceの6機能から最低5機能を要求し、source member 5体から6体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋ac…; user=ムウマージ; tera=ゴースト; reference_move=MOVE_KEY_SHADOWBALL"
ENC_TOHOKU_REF_0215,TERASTAL,5,ITEM_KEY_NONE,KANTO_LEAGUE_CLEAR && RUNTIME_TERASTAL_TRAINER_READY,"Once per battle; Terastallize slot 5 to POISON after the gated capstone branch is selected; use visible matchup/KO/defensive survival only, with deterministic tie-breaking.",FEATURE_TASK03_TRAINER_TERASTAL_BRANCH; TERA_TYPE=POISON; user_slot=5,NEEDS_FINAL_CODEX_INTEGRATION,"unlock false, feature unavailable, initialization error, or invalid item/user pairing => select the complete source lower-tier party and NONE before battle initialization; do not partially mutate party, inventory, flags, or save state",PRE_UNLOCK_SOURCE_PARTY_NONE; POST_UNLOCK_SLOT_5; ONCE_ONLY; invalid-pair fail-closed; cleanup on SWITCH/FAINT/LOSS/BATTLE_END/SAVE_RELOAD,"VEGA_PHYSICAL_03_034 (G3/M34 object:0 @(10,11))のTOHOKU_BATTLE_SEARCHER_REMATCH_MIXED。SINGLEの対処順として、先発[ハリテヤマ＝重戦車]→中核[ヤバチャ＝高速化]→切り札[タギングル＝交代誘導]の順で地域生態と固有の二つの勝ち筋を、先発・中核・切り札へ分ける。構成候補=ハリテヤマ・バイウールー・ヤバチャ・ロトム・タギングル。 高難度・多様性改訂ではtempo/control lead・物理breaker・特殊breaker・耐久pivot・speed control/priority・cleaner/aceの6機能から最低5機能を要求し、source member 5体から6体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋…; user=タギングル; tera=どく; reference_move=MOVE_KEY_POISONJAB"
ENC_TOHOKU_REF_0216,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_005 (G1/M5 object:0 @(30,14))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[ブロロローム＝初回通常形態講習]→中核[ブロロン＝新世代機械ポケモンの導入]→切り札[ポリゴン2＝耐久人工]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=ブロロローム・ポリゴンZ・ブロロン・ポリゴン2。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0216固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0217,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_092 (G1/M92 object:1 @(13,10))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[ブロロローム＝機械切り札]→中核[ヘルガー＝特殊火力と交代強要]→切り札[ゴースト＝行動保証付き妨害]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=ブロロローム・ヘルガー・ゴースト。 高難度・多様性改訂では先発・breaker・pivot/support・aceの4機能を要求し、source member 3体から4体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0217固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0218,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; normal authored tactics only,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,NONE_CURRENT_ABI; fixed-level authored party remains complete without mechanic,ENC_TOHOKU_REF_0218: verify no special activation and no state leakage,"Task01 primary_gimmick=NONE; VEGA_PHYSICAL_01_059 (G1/M59 object:8 @(26,4))のTOHOKU_GENERAL_CAMPER。SINGLEの対処順として、先発[イシズマイ＝岩複合の紹介]→中核[ビッパ＝積みの予告]→切り札[コフキムシ＝状態異常の基本]の順で地域生態と固有の二つの勝ち筋を、先発・中核・切り札へ分ける。構成候補=イシズマイ・ビッパ・コフキムシ。 高難度・多様性改訂では先発・中継・切り札の3機能を要求し、3体の既"
