battle_id,phase,category,trainer_name,location,battle_format,active_party_size,average_level,ace_level,ai_rank,gimmick_type,gimmick_trigger,trainer_items,reward,unlock_condition,source_url,design_note,difficulty
GYM_RF_SAZANKA,カントーリーグ後・最終再戦,ジムリーダー最終再戦,サザンカ,カラスバシティジム,シングル,6,97.67,100,5,メガシンカ,ゲンガー登場時に即時,かいふくのくすり×2,ゴーストマスター証／BP25,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/45.html,メガゲンガーの拘束を前提に、みちづれは一回限りのAIフラグを設ける。,最高難度・最終再戦
LEAGUE_FINAL_GINNO,カントーリーグ後・最終リーグ,最終チャンピオン,ギンノ,チャンピオンの間,シングル,6,99.0,100,5,テラスタル,ドラドーン登場時にステラ相当またはドラゴンテラ,かいふくのくすり×2,トーホク最終王冠／BP50,カントーリーグ制覇＋スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/48.html,ベガの象徴的な六体を一切交換せず、完成構築として最終戦へ昇華。,最高難度・最終リーグ
LEAGUE_FINAL_HOONOKI,カントーリーグ後・最終リーグ,最終四天王,ホオノキ,四天王の間・電気,シングル,6,98.17,100,5,テラスタル,ゴリチュウ登場時にでんきテラ,かいふくのくすり×2,最終リーグBP25,カントーリーグ制覇＋スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/48.html,地面一貫を完全に解消した最終電気構築。,最高難度・最終リーグ
LEAGUE_FINAL_KANZO,カントーリーグ後・最終リーグ,最終四天王,カンゾウ,四天王の間・炎,シングル,6,98.5,100,5,テラスタル,フィニクス登場時にくさテラ,かいふくのくすり×2,最終リーグBP25,カントーリーグ制覇＋スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/48.html,水・地面への対抗手段は明示するが、岩一貫は一部残して攻略口を確保。,最高難度・最終リーグ
LEAGUE_FINAL_MIYAMA,カントーリーグ後・最終リーグ,最終四天王,ミヤマ,四天王の間・毒,シングル,6,98.17,100,5,メガシンカ,ゲンガー登場時に即時,かいふくのくすり×2,最終リーグBP25,カントーリーグ制覇＋スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/48.html,特性抑制・天然・影踏みで、単一の積みエースに依存しない対策を要求。,最高難度・最終リーグ
LEAGUE_FINAL_YACHIYO,カントーリーグ後・最終リーグ,最終四天王,ヤチヨ,四天王の間・鋼,シングル,6,98.5,100,5,メガシンカ,ルカリオ登場時に即時,かいふくのくすり×2,最終リーグBP25,カントーリーグ制覇＋スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/48.html,壁・地面無効・高速崩しを揃えた最終鋼構築。,最高難度・最終リーグ
TURNER03_FINAL,最終章,D・H団ボス最終戦,ターナー,D・H無限炉心,シングル,6,98.83,100,5,ダイマックス,ストリンダー登場時にキョダイマックス,かいふくのくすり×2／なんでもなおし×1,無限炉心停止／ダイマックス最終機能,カントーリーグ制覇＋D・H最終章,https://w.atwiki.jp/altair1/pages/39.html,原作ターナー系統を維持した、通常トレーナー戦形式の最終D・H戦。,最高難度・最終ボス
CHAMPION_GINNO,本編・初回リーグ,チャンピオン,ギンノ,トーホクポケモンリーグ,シングル,6,80.17,82,5,Zワザ,ドラドーン登場後、Z技で撃破可能またはギンノ側残り2体以下,かいふくのくすり×2,初回殿堂入り／全国研究計画・クリア後レイド解禁,四天王4人撃破,https://w.atwiki.jp/altair1/pages/48.html,原作チームを完全に維持し、運依存持ち物を競技的な役割アイテムへ変更。ベガ固有種中心の最終試験とする。,高難度標準
G1_TRAINER_A,本編・ジム1,ジムトレーナー,むしとりしょうねんA,アヤメシティジム,シングル,2,10.5,11,1,なし,,なし,賞金のみ,1個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/40.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G1_TRAINER_B,本編・ジム1,ジムトレーナー,ポケモンレンジャーA,アヤメシティジム,シングル,2,11.0,11,1,なし,,なし,賞金のみ,1個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/40.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G1_TRAINER_C,本編・ジム1,ジムトレーナー,やまおとこA,アヤメシティジム,シングル,2,12.0,12,2,なし,,なし,賞金のみ,1個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/40.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G2_TRAINER_A,本編・ジム2,ジムトレーナー,からておうA,ミルシティジム,シングル,2,20.0,20,2,なし,,なし,賞金のみ,2個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/41.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G2_TRAINER_B,本編・ジム2,ジムトレーナー,さぎょういんA,ミルシティジム,シングル,2,21.0,21,2,なし,,なし,賞金のみ,2個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/41.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G2_TRAINER_C,本編・ジム2,ジムトレーナー,やまおとこB,ミルシティジム,シングル,2,21.5,22,3,なし,,なし,賞金のみ,2個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/41.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G3_TRAINER_A,本編・ジム3,ジムトレーナー,かいパンやろうA,シオウシティジム,シングル,2,27.0,27,2,なし,,なし,賞金のみ,3個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/42.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G3_TRAINER_B,本編・ジム3,ジムトレーナー,つりびとA,シオウシティジム,シングル,2,27.5,28,3,なし,,なし,賞金のみ,3個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/42.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G3_TRAINER_C,本編・ジム3,ジムトレーナー,けんきゅういんA,シオウシティジム,シングル,3,28.0,28,3,なし,,なし,賞金のみ,3個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/42.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G4_TRAINER_A,本編・ジム4,ジムトレーナー,ジェントルマンA,ヒスイシティジム,シングル,2,36.0,36,3,なし,,なし,賞金のみ,4個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/43.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G4_TRAINER_B,本編・ジム4,ジムトレーナー,けんきゅういんB,ヒスイシティジム,シングル,2,37.0,37,3,なし,,なし,賞金のみ,4個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/43.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G4_TRAINER_C,本編・ジム4,ジムトレーナー,エリートトレーナーA,ヒスイシティジム,シングル,2,37.5,38,4,なし,,なし,賞金のみ,4個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/43.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G5_TRAINER_A,本編・ジム5,ジムトレーナー,ふたごちゃんA,オウニシティジム,ダブル,2,43.0,43,3,なし,,なし,賞金のみ,5個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/44.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G5_TRAINER_B,本編・ジム5,ジムトレーナー,とりつかいA,オウニシティジム,ダブル,2,44.0,44,4,なし,,なし,賞金のみ,5個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/44.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G5_TRAINER_C,本編・ジム5,ジムトレーナー,ポケモンレンジャーB,オウニシティジム,ダブル,2,44.0,44,4,なし,,なし,賞金のみ,5個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/44.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G6_TRAINER_A,本編・ジム6,ジムトレーナー,きとうしA,カラスバシティジム,シングル,2,49.0,49,3,なし,,なし,賞金のみ,6個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/45.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G6_TRAINER_B,本編・ジム6,ジムトレーナー,オカルトマニアA,カラスバシティジム,シングル,2,49.5,50,4,なし,,なし,賞金のみ,6個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/45.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G6_TRAINER_C,本編・ジム6,ジムトレーナー,サイキッカーA,カラスバシティジム,シングル,2,50.0,50,4,なし,,なし,賞金のみ,6個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/45.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G7_TRAINER_A,本編・ジム7,ジムトレーナー,サイキッカーB,ラピスラシティジム,シングル,2,54.0,54,4,なし,,なし,賞金のみ,7個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/46.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G7_TRAINER_B,本編・ジム7,ジムトレーナー,サイキッカーC,ラピスラシティジム,シングル,2,55.0,55,4,なし,,なし,賞金のみ,7個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/46.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G7_TRAINER_C,本編・ジム7,ジムトレーナー,けんきゅういんC,ラピスラシティジム,シングル,3,55.33,56,4,なし,,なし,賞金のみ,7個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/46.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G8_TRAINER_A,本編・ジム8,ジムトレーナー,クローンけんきゅういんA,ニューアイランドジム,シングル,2,61.0,61,4,なし,,なし,賞金のみ,8個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/47.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G8_TRAINER_B,本編・ジム8,ジムトレーナー,クローンけんきゅういんB,ニューアイランドジム,シングル,2,62.0,62,4,なし,,なし,賞金のみ,8個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/47.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
G8_TRAINER_C,本編・ジム8,ジムトレーナー,クローントレーナーA,ニューアイランドジム,シングル,3,62.67,63,5,なし,,なし,賞金のみ,8個目ジム挑戦中,https://w.atwiki.jp/altair1/pages/47.html,NPC位置・視線・ジム仕掛けは原作を維持し、手持ち・技・AIのみ差し替える。,高難度標準
GEORGE01,本編・7個目後,D・H団強敵,ジョージ,D・H団アジト,シングル,5,56.8,58,4,なし,,すごいキズぐすり×1,アジト奥への通行,7個目バッジ取得後,https://w.atwiki.jp/altair1/pages/39.html,視線で始まる強制戦なのでギミックを付けず、直前回復ポイントを追加する。,高難度標準
JACKIE01,本編・4個目前,レンジャー強敵,ジャッキー,ヒスイシティ・レンジャーベース前,シングル,4,39.0,40,3,なし,,なし,レンジャーベース進行,D・Hビル後,https://w.atwiki.jp/altair1/pages/39.html,4連戦の最後に位置するため公式ギミックは付けず、4体と中級AIで締める。,高難度標準
LEAGUE01_HOONOKI,本編・初回リーグ,四天王,ホオノキ,トーホクポケモンリーグ,シングル,6,73.17,75,5,Zワザ,ゴリチュウがZ技で撃破可能、または敵側残り2体以下,かいふくのくすり×1,初回リーグ進行,8個目バッジ取得後,https://w.atwiki.jp/altair1/pages/48.html,原作の全員地面弱点問題を、タイカイデンとシビルドンで解消。運持ち物は明示的なタスキ・シュカへ置換。,高難度標準
LEAGUE02_MIYAMA,本編・初回リーグ,四天王,ミヤマ,トーホクポケモンリーグ,シングル,6,75.17,77,5,テラスタル,タテボーシ初登場時にどくテラスタル,かいふくのくすり×1／なんでもなおし×1,初回リーグ進行,ホオノキ撃破後,https://w.atwiki.jp/altair1/pages/48.html,原作のニド夫妻とタテボーシを維持。キラフロル・ドオーで設置と積み対策を追加し、地面一辺倒での突破を防ぐ。,高難度標準
LEAGUE03_YACHIYO,本編・初回リーグ,四天王,ヤチヨ,トーホクポケモンリーグ,シングル,6,76.17,78,5,メガシンカ,ルカリオ初登場時に即時発動,かいふくのくすり×1,初回リーグ進行,ミヤマ撃破後,https://w.atwiki.jp/altair1/pages/48.html,地面無効2枠とふうせんを採用し、原作の共通弱点を修正。メガルカリオは最終掃除役として固定。,高難度標準
LEAGUE04_KANZO,本編・初回リーグ,四天王,カンゾウ,トーホクポケモンリーグ,シングル,6,77.17,79,5,ダイマックス,ウルガモス初登場時。リーグ最終室をパワースポットとして3ターン発動,かいふくのくすり×1／なんでもなおし×1,初回リーグ進行,ヤチヨ撃破後,https://w.atwiki.jp/altair1/pages/48.html,晴れを軸にしつつ、単純な炎技連打ではなく設置・トリックルーム・ダイマックスの順に勝ち筋を構築。,高難度標準
MOSUGISU_PRELEAGUE,本編・リーグ前,レンジャー強敵,モスギス,523番水道,シングル,6,69.33,71,5,テラスタル,ドドゲザン初登場時にあくテラスタル,まんたんのくすり×1／なんでもなおし×1,シャクドウ島への進行,チャンピオンロード突破前,https://w.atwiki.jp/altair1/pages/39.html,原作5体を維持してドドゲザンを追加。砂と総大将で終盤らしい逆転性能を持たせる。,高難度標準
MOS_RIVAL_TAG_PLAYER_ACTASHI,本編・3個目後,タッグボス,ライバル＆モスギス,かいていトンネル,ダブル,6,32.0,33,4,なし,,なし,バトルサーチャー,主人公がアクタシを選択,https://w.atwiki.jp/altair1/pages/39.html,ダブルの情報量が多いためギミックなし。モスギスは支援、ライバルは正面火力を担当する。,高難度標準
MOS_RIVAL_TAG_PLAYER_FAMER,本編・3個目後,タッグボス,ライバル＆モスギス,かいていトンネル,ダブル,6,32.0,33,4,なし,,なし,バトルサーチャー,主人公がファマーを選択,https://w.atwiki.jp/altair1/pages/39.html,ダブルの情報量が多いためギミックなし。モスギスは支援、ライバルは正面火力を担当する。,高難度標準
MOS_RIVAL_TAG_PLAYER_LEEPUN,本編・3個目後,タッグボス,ライバル＆モスギス,かいていトンネル,ダブル,6,32.0,33,4,なし,,なし,バトルサーチャー,主人公がリープンを選択,https://w.atwiki.jp/altair1/pages/39.html,ダブルの情報量が多いためギミックなし。モスギスは支援、ライバルは正面火力を担当する。,高難度標準
NABARI01,本編・3個目前,D・H団幹部,ナバリ,リム研究所,シングル,4,26.25,28,3,なし,,いいキズぐすり×1／スペシャルアップ×1,ひでんマシン03入手イベント進行,リム研究所侵入,https://w.atwiki.jp/altair1/pages/39.html,原作4体を維持し、連戦時の理不尽さを抑えるため戦闘アイテム使用回数を削減。,高難度標準
NABARI03,本編・7個目後,D・H団幹部,ナバリ,D・H団アジトB1F,シングル,6,60.17,62,5,メガシンカ,ヘルガー初登場時に即時発動,まんたんのくすり×1／なんでもなおし×1,ターナー戦への進行,ジョージ撃破後,https://w.atwiki.jp/altair1/pages/39.html,ナバリの既存4系統を維持し、ブロロロームとサーフゴーを追加。研究・機械・霊的技術のテーマを明確化。,高難度標準
PAST_DAIGO_MIKURI,本編・6個目後,イベントタッグ,過去のダイゴ＆ミクリ,ときのようかん最奥,ダブル,6,55.33,57,5,なし,,なし,ときのようかんイベント完了,カラスバジム後,https://w.atwiki.jp/altair1/pages/39.html,歴史イベントそのものが特殊ルールのため公式ギミックなし。二人の役割を明確にした3体ずつのダブル。,高難度標準
RIVAL01_PLAYER_ACTASHI,本編・序章,ライバル,ライバル,ハクジ研究所,シングル,1,5.0,5,1,なし,,なし,なし,主人公がアクタシを選択,https://w.atwiki.jp/altair1/pages/39.html,原作の御三家相性選択を維持。,高難度標準
RIVAL01_PLAYER_FAMER,本編・序章,ライバル,ライバル,ハクジ研究所,シングル,1,5.0,5,1,なし,,なし,なし,主人公がファマーを選択,https://w.atwiki.jp/altair1/pages/39.html,原作の御三家相性選択を維持。,高難度標準
RIVAL01_PLAYER_LEEPUN,本編・序章,ライバル,ライバル,ハクジ研究所,シングル,1,5.0,5,1,なし,,なし,なし,主人公がリープンを選択,https://w.atwiki.jp/altair1/pages/39.html,原作の御三家相性選択を維持。,高難度標準
RIVAL02_PLAYER_ACTASHI,本編・2個目後,ライバル,ライバル,ミルシティ・こころのやかた前,シングル,3,23.0,24,3,なし,,いいキズぐすり×1,現代型がくしゅうそうち,主人公がアクタシを選択,https://w.atwiki.jp/altair1/pages/39.html,原作Lv14～15を、2個目ジム後として自然なLv22～24へ是正。学習装置入手直前の基準戦。,高難度標準
RIVAL02_PLAYER_FAMER,本編・2個目後,ライバル,ライバル,ミルシティ・こころのやかた前,シングル,3,23.0,24,3,なし,,いいキズぐすり×1,現代型がくしゅうそうち,主人公がファマーを選択,https://w.atwiki.jp/altair1/pages/39.html,原作Lv14～15を、2個目ジム後として自然なLv22～24へ是正。学習装置入手直前の基準戦。,高難度標準
RIVAL02_PLAYER_LEEPUN,本編・2個目後,ライバル,ライバル,ミルシティ・こころのやかた前,シングル,3,23.0,24,3,なし,,いいキズぐすり×1,現代型がくしゅうそうち,主人公がリープンを選択,https://w.atwiki.jp/altair1/pages/39.html,原作Lv14～15を、2個目ジム後として自然なLv22～24へ是正。学習装置入手直前の基準戦。,高難度標準
RIVAL03_PLAYER_ACTASHI,本編・5個目後,ライバル,ライバル,オウニシティ橋,シングル,5,47.6,50,4,Zワザ,御三家がZ技で撃破可能、またはライバル側残り2体以下,すごいキズぐすり×1,なし,主人公がアクタシを選択,https://w.atwiki.jp/altair1/pages/39.html,原作のレベル逆転を修正し、5体構成へ。御三家を中心にした初の本格的なライバルギミック戦。,高難度標準
RIVAL03_PLAYER_FAMER,本編・5個目後,ライバル,ライバル,オウニシティ橋,シングル,5,47.6,50,4,Zワザ,御三家がZ技で撃破可能、またはライバル側残り2体以下,すごいキズぐすり×1,なし,主人公がファマーを選択,https://w.atwiki.jp/altair1/pages/39.html,原作のレベル逆転を修正し、5体構成へ。御三家を中心にした初の本格的なライバルギミック戦。,高難度標準
RIVAL03_PLAYER_LEEPUN,本編・5個目後,ライバル,ライバル,オウニシティ橋,シングル,5,47.6,50,4,Zワザ,御三家がZ技で撃破可能、またはライバル側残り2体以下,すごいキズぐすり×1,なし,主人公がリープンを選択,https://w.atwiki.jp/altair1/pages/39.html,原作のレベル逆転を修正し、5体構成へ。御三家を中心にした初の本格的なライバルギミック戦。,高難度標準
RIVAL04_PLAYER_ACTASHI,本編・6個目後,ライバル,ライバル,カラスバシティ・ときのようかん前,シングル,5,54.0,56,5,テラスタル,御三家初登場時にくさテラスタル,すごいキズぐすり×1／なんでもなおし×1,なし,主人公がアクタシを選択,https://w.atwiki.jp/altair1/pages/39.html,プレイヤーの選択した御三家に対応するテラタイプを事前告知。,高難度標準
RIVAL04_PLAYER_FAMER,本編・6個目後,ライバル,ライバル,カラスバシティ・ときのようかん前,シングル,5,54.0,56,5,テラスタル,御三家初登場時にみずテラスタル,すごいキズぐすり×1／なんでもなおし×1,なし,主人公がファマーを選択,https://w.atwiki.jp/altair1/pages/39.html,プレイヤーの選択した御三家に対応するテラタイプを事前告知。,高難度標準
RIVAL04_PLAYER_LEEPUN,本編・6個目後,ライバル,ライバル,カラスバシティ・ときのようかん前,シングル,5,54.0,56,5,テラスタル,御三家初登場時にほのおテラスタル,すごいキズぐすり×1／なんでもなおし×1,なし,主人公がリープンを選択,https://w.atwiki.jp/altair1/pages/39.html,プレイヤーの選択した御三家に対応するテラタイプを事前告知。,高難度標準
RIVAL05_PLAYER_ACTASHI,本編・リーグ前,ライバル,ライバル,チャンピオンロード,シングル,6,68.17,70,5,テラスタル,御三家初登場時にくさテラスタル,まんたんのくすり×1／なんでもなおし×1,なし,主人公がアクタシを選択,https://w.atwiki.jp/altair1/pages/39.html,リーグ前の最終確認。雪・壁・高速両刀を含む6体構成だが、入力読みは行わない。,高難度標準
RIVAL05_PLAYER_FAMER,本編・リーグ前,ライバル,ライバル,チャンピオンロード,シングル,6,68.17,70,5,テラスタル,御三家初登場時にみずテラスタル,まんたんのくすり×1／なんでもなおし×1,なし,主人公がファマーを選択,https://w.atwiki.jp/altair1/pages/39.html,リーグ前の最終確認。雪・壁・高速両刀を含む6体構成だが、入力読みは行わない。,高難度標準
RIVAL05_PLAYER_LEEPUN,本編・リーグ前,ライバル,ライバル,チャンピオンロード,シングル,6,68.17,70,5,テラスタル,御三家初登場時にほのおテラスタル,まんたんのくすり×1／なんでもなおし×1,なし,主人公がリープンを選択,https://w.atwiki.jp/altair1/pages/39.html,リーグ前の最終確認。雪・壁・高速両刀を含む6体構成だが、入力読みは行わない。,高難度標準
TURNER01,本編・7個目後,D・H団ボス,ターナー,D・H団アジトB1F,シングル,6,62.17,64,5,テラスタル,ドドゲザン初登場時にあくテラスタル,まんたんのくすり×1／なんでもなおし×1,ひでんマシン07／ニューアイランド進行,ナバリ3回目撃破後,https://w.atwiki.jp/altair1/pages/39.html,原作4体を維持し2体追加。ターナーの初戦は殻破り、トリックルーム、総大将の三段構成。,高難度標準
TURNER02,本編・8個目後,D・H団ボス,ターナー,ポケモンじょう,シングル,6,68.17,70,5,ダイマックス,ストリンダー初登場時。ポケモンじょうの異常エネルギーで3ターン,かいふくのくすり×1／なんでもなおし×1,D・H団本編壊滅／リーグ進行,ミュウツー撃破後,https://w.atwiki.jp/altair1/pages/39.html,原作5体を維持しストリンダーを追加。確率持ち物を撤廃し、音技を中心にしたダイマックス最終戦へ。,高難度標準
