battle_id,phase,category,trainer_name,location,battle_format,difficulty,party_slot,active_party_size,species,level,form,ability,nature,item,move1,move2,move3,move4,ev_profile,iv_floor,role,gimmick_user,implementation_note,gimmick_type,gimmick_trigger,ai_rank,trainer_items,reward,unlock_condition,source_url,design_note
TPL_S6_DRAGON,5～6個目,一般トレーナーテンプレート,ドラゴンつかい,山岳・島部,シングル,高難度標準・一般,1,3,モトトカゲ,49,,さいせいりょく,ようき,オボンのみ,ドラゴンクロー,すてみタックル,とんぼがえり,ちょうはつ,攻撃160/素早さ160,26,対面操作,no,,なし,,3,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,600族は中間進化まで。
TPL_S6_DRAGON,5～6個目,一般トレーナーテンプレート,ドラゴンつかい,山岳・島部,シングル,高難度標準・一般,2,3,チルタリス,50,,しぜんかいふく,おだやか,たべのこし,りゅうのはどう,ぼうふう,コットンガード,はねやすめ,HP160/特防160,26,耐久,no,,なし,,3,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,600族は中間進化まで。
TPL_S6_DRAGON,5～6個目,一般トレーナーテンプレート,ドラゴンつかい,山岳・島部,シングル,高難度標準・一般,3,3,ドロンチ,52,,すりぬけ,おくびょう,いのちのたま,ドラゴンアロー,シャドーボール,かえんほうしゃ,とんぼがえり,特攻180/素早さ140,27,切り札,no,,なし,,3,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,600族は中間進化まで。
TPL_S6_SCIENTIST,5～6個目,一般トレーナーテンプレート,けんきゅういん,ニューアイランド研究区,シングル,高難度標準・一般,1,4,ジバコイル,50,,アナライズ,ひかえめ,ふうせん,10まんボルト,ラスターカノン,ボルトチェンジ,でんじは,HP120/特攻180,26,地面一時無効,no,,なし,,4,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,人工・機械系の完成形。
TPL_S6_SCIENTIST,5～6個目,一般トレーナーテンプレート,けんきゅういん,ニューアイランド研究区,シングル,高難度標準・一般,2,4,ウォッシュロトム,50,,ふゆう,ずぶとい,オボンのみ,ハイドロポンプ,ボルトチェンジ,おにび,いたみわけ,HP160/防御160,26,対面操作,no,,なし,,4,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,人工・機械系の完成形。
TPL_S6_SCIENTIST,5～6個目,一般トレーナーテンプレート,けんきゅういん,ニューアイランド研究区,シングル,高難度標準・一般,3,4,ポリゴンZ,51,,てきおうりょく,おくびょう,いのちのたま,トライアタック,シャドーボール,れいとうビーム,わるだくみ,特攻180/素早さ140,27,特殊,no,,なし,,4,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,人工・機械系の完成形。
TPL_S6_SCIENTIST,5～6個目,一般トレーナーテンプレート,けんきゅういん,ニューアイランド研究区,シングル,高難度標準・一般,4,4,メタグロス,53,,クリアボディ,いじっぱり,とつげきチョッキ,コメットパンチ,しねんのずつき,じしん,バレットパンチ,HP120/攻撃180,28,重戦車,no,,なし,,4,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,人工・機械系の完成形。
TPL_S6_SWIMMER,5～6個目,一般トレーナーテンプレート,エリートスイマー,523番水道,シングル,高難度標準・一般,1,3,カマスジョー,49,,すいすい,ようき,いのちのたま,アクアブレイク,インファイト,サイコファング,クイックターン,攻撃180/素早さ140,26,高速,no,,なし,,3,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,水の高速・受け・高火力を分担。
TPL_S6_SWIMMER,5～6個目,一般トレーナーテンプレート,エリートスイマー,523番水道,シングル,高難度標準・一般,2,3,ブルンゲル,50,,ちょすい,ずぶとい,たべのこし,ねっとう,シャドーボール,おにび,じこさいせい,HP160/防御160,26,物理受け,no,,なし,,3,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,水の高速・受け・高火力を分担。
TPL_S6_SWIMMER,5～6個目,一般トレーナーテンプレート,エリートスイマー,523番水道,シングル,高難度標準・一般,3,3,イダイトウ,52,,てきおうりょく,いじっぱり,こだわりハチマキ,ウェーブタックル,おはかまいり,アクアジェット,かみくだく,攻撃180/素早さ140,27,切り札,no,,なし,,3,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,水の高速・受け・高火力を分担。
GYM06_SAZANKA,本編・6個目,ジムリーダー,サザンカ,カラスバシティジム,シングル,高難度標準,1,6,ニートン,51,,既存特性（実ROM抽出後に役割適合側）,しんちょう,たべのこし,シャドークロー,ドレインパンチ,おおあくび,きあいだめ,HP192/特防128,28,状態異常と受け崩し,no,,Zワザ,ハンタマがZ技で撃破可能、または敵側残り3体以下,5,すごいキズぐすり×1／なんでもなおし×1,ハダルバッジ／わざマシン30（シャドーボール）,5個目バッジ取得後,https://w.atwiki.jp/altair1/pages/45.html,ゲンガーの回避運、ハンタマの気合いハチマキを廃止。行動保証はタスキ・ばけのかわ等の明示的な仕組みに置換。
GYM06_SAZANKA,本編・6個目,ジムリーダー,サザンカ,カラスバシティジム,シングル,高難度標準,2,6,ミミッキュ,51,,ばけのかわ,ようき,ラムのみ,じゃれつく,かげうち,おにび,つるぎのまい,攻撃192/素早さ128,28,行動保証付きの物理圧力,no,,Zワザ,ハンタマがZ技で撃破可能、または敵側残り3体以下,5,すごいキズぐすり×1／なんでもなおし×1,ハダルバッジ／わざマシン30（シャドーボール）,5個目バッジ取得後,https://w.atwiki.jp/altair1/pages/45.html,ゲンガーの回避運、ハンタマの気合いハチマキを廃止。行動保証はタスキ・ばけのかわ等の明示的な仕組みに置換。
GYM06_SAZANKA,本編・6個目,ジムリーダー,サザンカ,カラスバシティジム,シングル,高難度標準,3,6,ゲンガー,52,,のろわれボディ,おくびょう,きあいのタスキ,シャドーボール,ヘドロばくだん,きあいだま,みちづれ,特攻252/素早さ252,30,高速特殊・1対1交換,no,,Zワザ,ハンタマがZ技で撃破可能、または敵側残り3体以下,5,すごいキズぐすり×1／なんでもなおし×1,ハダルバッジ／わざマシン30（シャドーボール）,5個目バッジ取得後,https://w.atwiki.jp/altair1/pages/45.html,ゲンガーの回避運、ハンタマの気合いハチマキを廃止。行動保証はタスキ・ばけのかわ等の明示的な仕組みに置換。
GYM06_SAZANKA,本編・6個目,ジムリーダー,サザンカ,カラスバシティジム,シングル,高難度標準,4,6,ハカドッグ,52,,もふもふ,いじっぱり,オボンのみ,ポルターガイスト,かみくだく,おにび,まもる,HP192/攻撃160,28,物理耐久と削り,no,,Zワザ,ハンタマがZ技で撃破可能、または敵側残り3体以下,5,すごいキズぐすり×1／なんでもなおし×1,ハダルバッジ／わざマシン30（シャドーボール）,5個目バッジ取得後,https://w.atwiki.jp/altair1/pages/45.html,ゲンガーの回避運、ハンタマの気合いハチマキを廃止。行動保証はタスキ・ばけのかわ等の明示的な仕組みに置換。
GYM06_SAZANKA,本編・6個目,ジムリーダー,サザンカ,カラスバシティジム,シングル,高難度標準,5,6,ハンタマ,53,,既存特性（実ROM抽出後に役割適合側）,ようき,ゴーストZ,シャドークロー,インファイト,れいとうパンチ,ふいうち,攻撃252/素早さ192,30,ゴーストZ担当,yes,,Zワザ,ハンタマがZ技で撃破可能、または敵側残り3体以下,5,すごいキズぐすり×1／なんでもなおし×1,ハダルバッジ／わざマシン30（シャドーボール）,5個目バッジ取得後,https://w.atwiki.jp/altair1/pages/45.html,ゲンガーの回避運、ハンタマの気合いハチマキを廃止。行動保証はタスキ・ばけのかわ等の明示的な仕組みに置換。
GYM06_SAZANKA,本編・6個目,ジムリーダー,サザンカ,カラスバシティジム,シングル,高難度標準,6,6,ネクロシア,54,,既存特性（実ROM抽出後に役割適合側）,いじっぱり,ラムのみ,つじぎり,いかりのほのお,スプラッシュ,サイコファング,HP128/攻撃252/素早さ128,30,ベガ固有の最終エース,no,,Zワザ,ハンタマがZ技で撃破可能、または敵側残り3体以下,5,すごいキズぐすり×1／なんでもなおし×1,ハダルバッジ／わざマシン30（シャドーボール）,5個目バッジ取得後,https://w.atwiki.jp/altair1/pages/45.html,ゲンガーの回避運、ハンタマの気合いハチマキを廃止。行動保証はタスキ・ばけのかわ等の明示的な仕組みに置換。
TPL_S7_ACE,6～7個目,認定トレーナーテンプレート,エリートトレーナー,終盤道路,シングル,高難度標準・一般,1,4,マスカーニャ,55,,へんげんじざい,ようき,きあいのタスキ,トリックフラワー,はたきおとす,とんぼがえり,じゃれつく,攻撃200/素早さ180,28,高速物理,no,,テラスタル,イルカマン登場時にみずテラ,4,かいふくのくすり×1,賞金高／交流BP5,6個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,高性能新種をまとめた認定戦。
TPL_S7_ACE,6～7個目,認定トレーナーテンプレート,エリートトレーナー,終盤道路,シングル,高難度標準・一般,2,4,グレンアルマ,56,,くだけるよろい,ひかえめ,じゃくてんほけん,アーマーキャノン,サイコショック,エナジーボール,こらえる,特攻200/素早さ180,28,保険,no,,テラスタル,イルカマン登場時にみずテラ,4,かいふくのくすり×1,賞金高／交流BP5,6個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,高性能新種をまとめた認定戦。
TPL_S7_ACE,6～7個目,認定トレーナーテンプレート,エリートトレーナー,終盤道路,シングル,高難度標準・一般,3,4,セゴール,56,,ねつこうかん,いじっぱり,しんかのきせき,つららおとし,ドラゴンクロー,じしん,りゅうのまい,攻撃200/素早さ140,28,中間600族,no,,テラスタル,イルカマン登場時にみずテラ,4,かいふくのくすり×1,賞金高／交流BP5,6個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,高性能新種をまとめた認定戦。
TPL_S7_ACE,6～7個目,認定トレーナーテンプレート,エリートトレーナー,終盤道路,シングル,高難度標準・一般,4,4,イルカマン,58,,マイティチェンジ,いじっぱり,しんぴのしずく,ジェットパンチ,ウェーブタックル,インファイト,クイックターン,攻撃220/素早さ160,29,テラ切り札,yes,,テラスタル,イルカマン登場時にみずテラ,4,かいふくのくすり×1,賞金高／交流BP5,6個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,高性能新種をまとめた認定戦。
TPL_S7_DOUBLE,6～7個目,一般トレーナーテンプレート,ふたごちゃん,終盤施設,ダブル,高難度標準・一般,1,4,イエッサン♀,56,,サイコメイカー,ずぶとい,オボンのみ,サイコキネシス,このゆびとまれ,てだすけ,まもる,HP200/防御180,28,支援,no,,なし,,4,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,先発組み合わせを2通り持つダブルテンプレート。
TPL_S7_DOUBLE,6～7個目,一般トレーナーテンプレート,ふたごちゃん,終盤施設,ダブル,高難度標準・一般,2,4,ブリムオン,56,,マジックミラー,れいせい,いのちのたま,サイコキネシス,マジカルシャイン,マジカルフレイム,トリックルーム,HP160/特攻220,28,低速特殊,no,,なし,,4,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,先発組み合わせを2通り持つダブルテンプレート。
TPL_S7_DOUBLE,6～7個目,一般トレーナーテンプレート,ふたごちゃん,終盤施設,ダブル,高難度標準・一般,3,4,ウインディ,58,,いかく,いじっぱり,オボンのみ,フレアドライブ,しんそく,バークアウト,まもる,HP120/攻撃220/素早さ40,29,威嚇,no,,なし,,4,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,先発組み合わせを2通り持つダブルテンプレート。
TPL_S7_DOUBLE,6～7個目,一般トレーナーテンプレート,ふたごちゃん,終盤施設,ダブル,高難度標準・一般,4,4,ギャラドス,58,,いかく,ようき,ラムのみ,たきのぼり,こおりのキバ,りゅうのまい,まもる,攻撃220/素早さ160,29,積み,no,,なし,,4,かいふくのくすり×1,賞金高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,先発組み合わせを2通り持つダブルテンプレート。
TPL_S7_RANGER,6～7個目,一般トレーナーテンプレート,ポケモンレンジャー,島部・海岸,シングル,高難度標準・一般,1,4,タイカイデン,56,,かちき,おくびょう,きあいのタスキ,ぼうふう,10まんボルト,ボルトチェンジ,おいかぜ,特攻220/素早さ160,28,速度支援,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,フィールド対応力の高い混成。
TPL_S7_RANGER,6～7個目,一般トレーナーテンプレート,ポケモンレンジャー,島部・海岸,シングル,高難度標準・一般,2,4,ルチャブル,57,,かるわざ,ようき,サイコシード,アクロバット,インファイト,つるぎのまい,アンコール,攻撃220/素早さ160,29,高速物理,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,フィールド対応力の高い混成。
TPL_S7_RANGER,6～7個目,一般トレーナーテンプレート,ポケモンレンジャー,島部・海岸,シングル,高難度標準・一般,3,4,ドオー,58,,ちょすい,しんちょう,たべのこし,じしん,どくどく,じこさいせい,くろいきり,HP220/特防160,29,水受け,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,フィールド対応力の高い混成。
TPL_S7_RANGER,6～7個目,一般トレーナーテンプレート,ポケモンレンジャー,島部・海岸,シングル,高難度標準・一般,4,4,イルカマン,59,,マイティチェンジ,いじっぱり,こだわりハチマキ,ジェットパンチ,ウェーブタックル,インファイト,クイックターン,攻撃220/素早さ160,30,切り札,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,フィールド対応力の高い混成。
TPL_S7_VETERAN,6～7個目,一般トレーナーテンプレート,ベテラントレーナー,ユキユキやま麓,シングル,高難度標準・一般,1,4,アーマーガア,56,,ミラーアーマー,しんちょう,たべのこし,ブレイブバード,ボディプレス,とんぼがえり,はねやすめ,HP200/特防180,28,受け回し,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,交代AIランク4の標準ベテラン。
TPL_S7_VETERAN,6～7個目,一般トレーナーテンプレート,ベテラントレーナー,ユキユキやま麓,シングル,高難度標準・一般,2,4,ガチグマ,57,,こんじょう,いじっぱり,かえんだま,からげんき,ぶちかまし,かみくだく,まもる,HP160/攻撃220,29,物理崩し,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,交代AIランク4の標準ベテラン。
TPL_S7_VETERAN,6～7個目,一般トレーナーテンプレート,ベテラントレーナー,ユキユキやま麓,シングル,高難度標準・一般,3,4,ゲンガー,58,,のろわれボディ,おくびょう,いのちのたま,シャドーボール,ヘドロウェーブ,きあいだま,みちづれ,特攻220/素早さ160,29,特殊,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,交代AIランク4の標準ベテラン。
TPL_S7_VETERAN,6～7個目,一般トレーナーテンプレート,ベテラントレーナー,ユキユキやま麓,シングル,高難度標準・一般,4,4,カイリュー,59,,マルチスケイル,いじっぱり,ラムのみ,ドラゴンクロー,じしん,しんそく,りゅうのまい,攻撃220/素早さ160,30,切り札,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,交代AIランク4の標準ベテラン。
GYM07_KONAGI,本編・7個目,ジムリーダー,コナギ,ラピスラシティジム,シングル,高難度標準,1,6,ペガーン,56,,既存特性（実ROM抽出後に役割適合側）,おだやか,ひかりのねんど,リフレクター,ひかりのかべ,でんじは,サイコキネシス,HP252/特防160/素早さ96,30,壁と麻痺の先発,no,,メガシンカ,メタグロス初登場時に即時発動,5,まんたんのくすり×1／なんでもなおし×1,プリオルバッジ／わざマシン29（サイコキネシス）,6個目バッジ取得後,https://w.atwiki.jp/altair1/pages/46.html,原作5体を基礎にクエスパトラを追加。全員の無関係な広範囲技を減らし、壁・高速除去・加速・メガ物理の明確な勝ち筋を構築。
GYM07_KONAGI,本編・7個目,ジムリーダー,コナギ,ラピスラシティジム,シングル,高難度標準,2,6,スターミー,57,,アナライズ,おくびょう,いのちのたま,ハイドロポンプ,10まんボルト,れいとうビーム,こうそくスピン,特攻252/素早さ252,30,高速範囲攻撃・設置除去,no,,メガシンカ,メタグロス初登場時に即時発動,5,まんたんのくすり×1／なんでもなおし×1,プリオルバッジ／わざマシン29（サイコキネシス）,6個目バッジ取得後,https://w.atwiki.jp/altair1/pages/46.html,原作5体を基礎にクエスパトラを追加。全員の無関係な広範囲技を減らし、壁・高速除去・加速・メガ物理の明確な勝ち筋を構築。
GYM07_KONAGI,本編・7個目,ジムリーダー,コナギ,ラピスラシティジム,シングル,高難度標準,3,6,クエスパトラ,57,,かそく,ひかえめ,オボンのみ,ルミナコリジョン,マジカルシャイン,まもる,めいそう,HP128/特攻252/素早さ128,30,時間経過で強くなる特殊枠,no,,メガシンカ,メタグロス初登場時に即時発動,5,まんたんのくすり×1／なんでもなおし×1,プリオルバッジ／わざマシン29（サイコキネシス）,6個目バッジ取得後,https://w.atwiki.jp/altair1/pages/46.html,原作5体を基礎にクエスパトラを追加。全員の無関係な広範囲技を減らし、壁・高速除去・加速・メガ物理の明確な勝ち筋を構築。
GYM07_KONAGI,本編・7個目,ジムリーダー,コナギ,ラピスラシティジム,シングル,高難度標準,4,6,コーシャン,58,,既存特性（実ROM抽出後に役割適合側）,ひかえめ,とつげきチョッキ,サイコバーン,あくのはどう,バグノイズ,だいもんじ,HP192/特攻252/特防64,30,特殊受け兼ブレイカー,no,,メガシンカ,メタグロス初登場時に即時発動,5,まんたんのくすり×1／なんでもなおし×1,プリオルバッジ／わざマシン29（サイコキネシス）,6個目バッジ取得後,https://w.atwiki.jp/altair1/pages/46.html,原作5体を基礎にクエスパトラを追加。全員の無関係な広範囲技を減らし、壁・高速除去・加速・メガ物理の明確な勝ち筋を構築。
GYM07_KONAGI,本編・7個目,ジムリーダー,コナギ,ラピスラシティジム,シングル,高難度標準,5,6,フォリキー,59,,既存特性（実ROM抽出後に役割適合側）,おくびょう,きあいのタスキ,サイコキネシス,ハイパーボイス,シグナルビーム,わるだくみ,特攻252/素早さ252,31,終盤の積みアタッカー,no,,メガシンカ,メタグロス初登場時に即時発動,5,まんたんのくすり×1／なんでもなおし×1,プリオルバッジ／わざマシン29（サイコキネシス）,6個目バッジ取得後,https://w.atwiki.jp/altair1/pages/46.html,原作5体を基礎にクエスパトラを追加。全員の無関係な広範囲技を減らし、壁・高速除去・加速・メガ物理の明確な勝ち筋を構築。
GYM07_KONAGI,本編・7個目,ジムリーダー,コナギ,ラピスラシティジム,シングル,高難度標準,6,6,メタグロス,60,,クリアボディ→かたいツメ,ようき,メタグロスナイト,コメットパンチ,しねんのずつき,バレットパンチ,れいとうパンチ,攻撃252/素早さ252,31,メガシンカの物理エース,yes,,メガシンカ,メタグロス初登場時に即時発動,5,まんたんのくすり×1／なんでもなおし×1,プリオルバッジ／わざマシン29（サイコキネシス）,6個目バッジ取得後,https://w.atwiki.jp/altair1/pages/46.html,原作5体を基礎にクエスパトラを追加。全員の無関係な広範囲技を減らし、壁・高速除去・加速・メガ物理の明確な勝ち筋を構築。
TPL_S8_ACE,7～8個目,認定トレーナーテンプレート,エリートトレーナー,ニューアイランド,シングル,高難度標準・一般,1,4,ドドゲザン,61,,そうだいしょう,いじっぱり,くろいメガネ,ドゲザン,ふいうち,アイアンヘッド,つるぎのまい,HP120/攻撃252/素早さ80,30,終盤温存,no,,テラスタル,サーフゴー登場時にはがねテラ,5,かいふくのくすり×1,賞金最高／交流BP6,7個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,敵のテラタイプは事前表示。
TPL_S8_ACE,7～8個目,認定トレーナーテンプレート,エリートトレーナー,ニューアイランド,シングル,高難度標準・一般,2,4,デカヌチャン,61,,かたやぶり,いじっぱり,オボンのみ,デカハンマー,じゃれつく,はたきおとす,でんじは,HP160/攻撃220,30,妨害,no,,テラスタル,サーフゴー登場時にはがねテラ,5,かいふくのくすり×1,賞金最高／交流BP6,7個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,敵のテラタイプは事前表示。
TPL_S8_ACE,7～8個目,認定トレーナーテンプレート,エリートトレーナー,ニューアイランド,シングル,高難度標準・一般,3,4,ドラパルト,62,,すりぬけ,おくびょう,こだわりメガネ,りゅうせいぐん,シャドーボール,かえんほうしゃ,とんぼがえり,特攻252/素早さ252,30,高速特殊,no,,テラスタル,サーフゴー登場時にはがねテラ,5,かいふくのくすり×1,賞金最高／交流BP6,7個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,敵のテラタイプは事前表示。
TPL_S8_ACE,7～8個目,認定トレーナーテンプレート,エリートトレーナー,ニューアイランド,シングル,高難度標準・一般,4,4,サーフゴー,64,,おうごんのからだ,おくびょう,いのちのたま,ゴールドラッシュ,シャドーボール,きあいだま,わるだくみ,特攻252/素早さ252,31,テラ切り札,yes,,テラスタル,サーフゴー登場時にはがねテラ,5,かいふくのくすり×1,賞金最高／交流BP6,7個目バッジ後,https://w.atwiki.jp/altair1/pages/39.html,敵のテラタイプは事前表示。
TPL_S8_DH_SCI,7～8個目,一般トレーナーテンプレート,D・Hだんのけんきゅういん,最終研究区,シングル,高難度標準・一般,1,4,ブロロローム,61,,フィルター,ようき,シュカのみ,ホイールスピン,どくづき,10まんばりき,ギアチェンジ,攻撃252/素早さ252,30,物理,no,,なし,,5,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,D・H一般研究員の最終テンプレート。
TPL_S8_DH_SCI,7～8個目,一般トレーナーテンプレート,D・Hだんのけんきゅういん,最終研究区,シングル,高難度標準・一般,2,4,ポリゴンZ,62,,てきおうりょく,おくびょう,こだわりメガネ,トライアタック,シャドーボール,10まんボルト,れいとうビーム,特攻252/素早さ252,30,特殊,no,,なし,,5,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,D・H一般研究員の最終テンプレート。
TPL_S8_DH_SCI,7～8個目,一般トレーナーテンプレート,D・Hだんのけんきゅういん,最終研究区,シングル,高難度標準・一般,3,4,ジバコイル,62,,がんじょう,ひかえめ,ふうせん,10まんボルト,ラスターカノン,ボルトチェンジ,でんじは,HP120/特攻252,30,地面対策,no,,なし,,5,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,D・H一般研究員の最終テンプレート。
TPL_S8_DH_SCI,7～8個目,一般トレーナーテンプレート,D・Hだんのけんきゅういん,最終研究区,シングル,高難度標準・一般,4,4,メタグロス,64,,クリアボディ,いじっぱり,とつげきチョッキ,コメットパンチ,しねんのずつき,じしん,バレットパンチ,HP124/攻撃252/特防132,31,切り札,no,,なし,,5,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,D・H一般研究員の最終テンプレート。
TPL_S8_DRAGON,7～8個目,一般トレーナーテンプレート,ドラゴンつかい,ニューアイランド洞窟,シングル,高難度標準・一般,1,4,セグレイブ,62,,ねつこうかん,ようき,いかさまダイス,つららばり,きょけんとつげき,じしん,りゅうのまい,攻撃252/素早さ252,30,物理,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,600族最終進化を初めて一般NPCへ解禁。
TPL_S8_DRAGON,7～8個目,一般トレーナーテンプレート,ドラゴンつかい,ニューアイランド洞窟,シングル,高難度標準・一般,2,4,ドラパルト,62,,すりぬけ,おくびょう,きあいのタスキ,ドラゴンアロー,シャドーボール,かえんほうしゃ,とんぼがえり,特攻252/素早さ252,30,高速,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,600族最終進化を初めて一般NPCへ解禁。
TPL_S8_DRAGON,7～8個目,一般トレーナーテンプレート,ドラゴンつかい,ニューアイランド洞窟,シングル,高難度標準・一般,3,4,ボーマンダ,63,,いかく,ようき,ラムのみ,ドラゴンクロー,ダブルウイング,じしん,りゅうのまい,攻撃252/素早さ252,30,威嚇,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,600族最終進化を初めて一般NPCへ解禁。
TPL_S8_DRAGON,7～8個目,一般トレーナーテンプレート,ドラゴンつかい,ニューアイランド洞窟,シングル,高難度標準・一般,4,4,カイリュー,65,,マルチスケイル,いじっぱり,じゃくてんほけん,ドラゴンクロー,じしん,しんそく,りゅうのまい,攻撃252/素早さ252,31,切り札,no,,なし,,4,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,600族最終進化を初めて一般NPCへ解禁。
TPL_S8_VETERAN,7～8個目,一般トレーナーテンプレート,ベテラントレーナー,ニューアイランド,シングル,高難度標準・一般,1,4,ウルガモス,61,,ほのおのからだ,おくびょう,あつぞこブーツ,ほのおのまい,むしのさざめき,ギガドレイン,ちょうのまい,特攻252/素早さ252,30,積み特殊,no,,なし,,5,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,終盤一般戦の上限。
TPL_S8_VETERAN,7～8個目,一般トレーナーテンプレート,ベテラントレーナー,ニューアイランド,シングル,高難度標準・一般,2,4,ガブリアス,62,,さめはだ,ようき,いのちのたま,じしん,ドラゴンクロー,ほのおのキバ,つるぎのまい,攻撃252/素早さ252,30,物理,no,,なし,,5,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,終盤一般戦の上限。
TPL_S8_VETERAN,7～8個目,一般トレーナーテンプレート,ベテラントレーナー,ニューアイランド,シングル,高難度標準・一般,3,4,ウォッシュロトム,62,,ふゆう,ずぶとい,オボンのみ,ハイドロポンプ,ボルトチェンジ,おにび,いたみわけ,HP252/防御252,30,対面操作,no,,なし,,5,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,終盤一般戦の上限。
TPL_S8_VETERAN,7～8個目,一般トレーナーテンプレート,ベテラントレーナー,ニューアイランド,シングル,高難度標準・一般,4,4,メタグロス,64,,クリアボディ,いじっぱり,とつげきチョッキ,コメットパンチ,しねんのずつき,じしん,バレットパンチ,HP124/攻撃252/特防132,31,切り札,no,,なし,,5,かいふくのくすり×1,賞金最高,通常進行,https://w.atwiki.jp/altair1/pages/39.html,終盤一般戦の上限。
GYM08_MEWTWO,本編・8個目,ジムリーダー,ミュウツー,ニューアイランドジム,シングル,高難度標準,1,6,ピカチュウ,64,ミュウツー強化個体,ボス専用特性（原作強化個体を維持）,ようき,でんきだま,ボルテッカー,しんそく,なみのり,はたきおとす,攻撃252/素早さ252,31,強化個体の高速先制枠,no,,ダイマックス,リザードン初登場時。3ターン固定、ニューアイランド専用パワースポット,5,かいふくのくすり×2／なんでもなおし×1,ミラクバッジ／わざマシン50（だいばくはつ）,7個目バッジ取得後。D・Hビルの試作レイドでダイマックス機能を習得済み,https://w.atwiki.jp/altair1/pages/47.html,原作のボス専用強化個体5体を維持し、人工ポケモンのシルヴァディを追加。確率持ち物を撤廃し、専用会場のダイマックスで最終ジムらしさを出す。
GYM08_MEWTWO,本編・8個目,ジムリーダー,ミュウツー,ニューアイランドジム,シングル,高難度標準,2,6,ストライク,64,ミュウツー強化個体,テクニシャン,ようき,きあいのタスキ,ダブルウイング,インファイト,とんぼがえり,つるぎのまい,攻撃252/素早さ252,31,行動保証付き物理アタッカー,no,,ダイマックス,リザードン初登場時。3ターン固定、ニューアイランド専用パワースポット,5,かいふくのくすり×2／なんでもなおし×1,ミラクバッジ／わざマシン50（だいばくはつ）,7個目バッジ取得後。D・Hビルの試作レイドでダイマックス機能を習得済み,https://w.atwiki.jp/altair1/pages/47.html,原作のボス専用強化個体5体を維持し、人工ポケモンのシルヴァディを追加。確率持ち物を撤廃し、専用会場のダイマックスで最終ジムらしさを出す。
