region,map_code,map_name,order,progress_stage,unlock_requirement,recommended_level_range,biome_tags,encounter_modes,legacy_policy,legacy_species_pool,target_new_species_share,story_overlay_rate,postgame_overlay_rate,evolved_wild_policy,narrative_role,new_family_count,new_common_pool,new_night_pool,new_water_fishing_pool,new_rocksmash_headbutt_pool,new_dexnav_pool,new_outbreak_pool,additional_evolution_pool,rotation_rule,hidden_ability_policy,existing_slot_protection,linked_event_ids,linked_event_titles
カントー,K34,サファリゾーン中央,34,認定章5前後,セキチク登録,Lv.85～94,サファリ／草原／観察所,サファリ草むら／DexNav／大量発生／固定イベント,原作中央区画・家・アイテム位置を保持,原作サファリ草原種,新種60%,通常表50～60%,再戦後65～75%,中間進化25%,国際保全受付・ローテーション,4,チェリンボ、バッフロン,―,―,―,ダダリン,ペロッパフ,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E11,国際保全サファリ
カントー,K35,サファリゾーン東,35,認定章5前後,セキチク登録,Lv.85～94,サファリ／森林／花畑,サファリ草むら／ずつき／DexNav／大量発生,原作森林・草食種を40%保持,タマタマ、ニドラン系、パラス系等,新種60%,通常表50～60%,再戦後65～75%,中間進化25%,森林・虫・草食系保全,16,―,―,―,ストライク、イトマル、バルビート、イルミーゼ、コロボーシ、マスキッパ、クルミル、チュリネ、チョボマキ、アゴジムシ、アブリー、カリキリ、ネマシュ、ノノクラゲ,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E11,国際保全サファリ
カントー,K36,サファリゾーン北,36,認定章5前後,セキチク登録,Lv.85～94,サファリ／湖／湿地,サファリ草むら／水上／釣り／DexNav／大量発生,原作水辺・湿地種を40%保持,サイホーン、タマタマ、水辺種等,新種60%,通常表50～60%,再戦後65～75%,中間進化25%,湿地・水棲・大型種保全,5,―,―,ヒンバス、ヒヤップ、ヨワシ、コソクムシ,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E11,国際保全サファリ
カントー,K37,サファリゾーン西,37,認定章5前後,セキチク登録,Lv.85～94,サファリ／岩場／乾燥地,サファリ草むら／いわくだき／DexNav／大量発生,原作岩・地面・希少種を40%保持,サイホーン、ガルーラ、ケンタロス等,新種60%,通常表50～60%,再戦後65～75%,中間進化25%,高地・乾燥・大型種保全,7,―,―,―,ドロバンコ、イシヘンジン、ゾウドウ,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E11,国際保全サファリ
カントー,K38,ふたごじま,38,認定章5～6,セキチク認定後,Lv.88～96,氷洞／寒流／海／雪,洞窟／水上／釣り／DexNav／固定イベント,パウワウ、シェルダー、ヤドン、ゴルバットを40%保持,パウワウ、シェルダー、ヤドン、ゴルバット,新種60%,通常表50～60%,再戦後65～75%,氷中間進化30%,氷海の育児場・フリーザー後日談,23,ウリムー、バニプッチ、クマシュン、カチコール、ユキハミ、コオリッポ、アルクジラ,―,―,―,フリージオ,―,ニューラ,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E12,氷海の育児場
カントー,K39,ポケモンやしき,39,認定章6～7,グレン到着,Lv.91～98,廃研究所／火山／毒／人工,屋内／夜／DexNav／固定イベント,ベトベター、ドガース、メタモン、ロコン／ガーディを40%保持,ベトベター、ドガース、メタモン、ロコン／ガーディ,新種60%,通常表50～60%,再戦後65～75%,人工・炎中間進化30%,遺伝子アーカイブ・鎧進化,18,ヤトウモリ、タンドン、ヤクデ、カプサイジ、キラーメ,デルビル、ロトム、カルボウ,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E13,遺伝子アーカイブ
カントー,K40,むじんはつでんしょ,40,認定章2～6,10ばんどうろから任意,Lv.82～94,発電所／雷／人工／無機物,屋内／DexNav／大量発生／固定イベント,ビリリダマ、コイル、エレブーを40%保持,ビリリダマ、コイル、エレブー,新種60%,通常表50～60%,再戦後65～75%,電気中間進化30%,大停電・ロトム・テツノ系前段,22,マイナン、コリンク、バチュル、シビシラス、トゲデマル、ズピカ,―,―,―,ギアル、エレズン,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E14,カントー大停電
カントー,K41,シルフカンパニー,41,認定章5～6,ヤマブキ認定前後,Lv.90～97（異常遭遇）,研究所／都市／デジタル／人工,屋内／異常遭遇／DexNav／固定イベント,原作階層・ワープ・NPC位置を再利用。占拠イベントは研究暴走へ変更,野生通常表なし,固定イベント＋異常遭遇,固定イベント＋異常遭遇,再戦後Lv.100,人工系中間・最終進化,デジタル汚染・タイプ：ヌル保護,35,アンノーン、ミブリム、イエッサン、カヌチャン,―,―,―,ソーナノ、リーシャン、ゴビット、クレッフィ、ジュラルドン、コレクレー,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E15,デジタル汚染
カントー,K42,チャンピオンロード,42,認定章8後,8認定章取得,Lv.94～100,洞窟／高山／格闘／ドラゴン,洞窟／いわくだき／DexNav／固定イベント,ゴーリキー、ゴローン、イワーク等を35%保持,ゴーリキー、ゴローン、イワーク,新種65%,通常表55～65%,リーグ再戦後70～80%,600族基礎種・中間進化,頂上の巣・最終育成区間,18,マクノシタ,―,―,クチート、ナックラー、コマタナ、ヒトツキ,ヨーギラス、フカマル、リオル、ジャラコ、タイレーツ、セビエ,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E16／K-E17,頂上の巣／カントーリーグ認定戦
カントー,K43,ハナダのどうくつ,43,最終ポストゲーム,カントーリーグ制覇,Lv.95～100,洞窟／結晶／エスパー／宇宙,洞窟／水上／DexNav／固定イベント,原作高レベル希少種を30%保持,メタモン、レアコイル、ゴルバット等,新種70%,通常表60～70%,共鳴後75～85%,最終進化5%・600族中間,二地方共鳴・ミュウツー後日談,49,ユニラン、キバゴ、クリムガン,―,―,―,ダンバル、ヌメラ、ドラメシヤ,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E18,二地方共鳴
カントー,K44,ニビ博物館・化石研究室,44,認定章1～6,ニビ到着,復元個体Lv.20／再調整Lv.70,博物館／化石／月／研究,復元／交換／固定イベント,原作博物館NPC配置を保持,野生通常表なし,イベント入手のみ,イベント入手のみ,反復採掘可,野生化しない,化石全系統・月の石・メテノ研究,8,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E03,博物館の共同展示
カントー,K45,グレン研究所,45,認定章6～7,グレン到着,復元個体Lv.30／実験戦Lv.92,研究所／化石／遺伝子／火山,復元／交換／固定イベント,原作研究所部屋配置を保持,野生通常表なし,イベント入手のみ,イベント入手のみ,反復復元可,野生化しない,化石復元・タイプ変更・遺伝子資料,6,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E13,遺伝子アーカイブ
カントー,K46,クチバ港・連絡船ターミナル,46,カントー序盤,ベガ初回殿堂入り,トレーナー戦Lv.70～78,港／船／国際交流／海,固定イベント／交換／ショップ／釣り,原作クチバ港と船乗りNPC座標を再利用,野生通常表なし,イベント入手のみ,イベント入手のみ,船大会再戦Lv.90～100,野生化しない,トーホクとカントーの往復拠点,0,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,K-E01,二地方共同調査の出航
カントー,K47,マサラタウン・オーキド研究所,47,カントー序盤,クチバ港到着後,配布個体Lv.5／調整戦Lv.70,研究所／御三家／図鑑／タマゴ,研究タマゴ／交換／固定イベント,原作研究所NPC配置を再利用し、最初のポケモン授与は全国生態研究へ置換,野生通常表なし,イベント入手のみ,イベント入手のみ,反復研究依頼で全御三家入手可,野生化しない,御三家タマゴ・全国図鑑同期・二地方研究の窓口,24,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T501,501ばんどうろ／すいどう,1,序盤A,開始直後,Lv.2～5,草原／里山／朝昼,草むら／朝昼／夜／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,スバメ、フロン、クヌギダマ,新種4～6%,常時4～6%,殿堂入り後12～16%,基礎種のみ,最初の外来生態観察地点,13,ドードー、ヒメグマ、エネコ、ミネズミ、マメパト、ヤヤコマ、ツツケラ、パモ,―,―,―,―,チルット、ワシボン、ホルビー、ホシガリス、グルトン,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E01,はじめての外来生態観察
トーホク,T502,502ばんどうろ／すいどう,2,序盤A,開始直後,Lv.3～6,草原／疎林／花畑,草むら／朝昼／DexNav／ずつき／大量発生,ベガ既存の全スロット・低確率枠を保持,スバメ、フロン、クヌギダマ、トゲピー,新種5～7%,常時5～7%,殿堂入り後12～18%,基礎種のみ,序盤鳥・小動物の比較調査,13,ワッカネズミ,―,―,キャタピー、オニスズメ、モンジャラ、ヤンヤンマ、ケムッソ、ムックル、ミツハニー、モンメン、ココガラ、タマンチュラ,ピィ、ププリン,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E01,はじめての外来生態観察
トーホク,T503,503ばんどうろ／すいどう,3,序盤A,アヤメジム前,Lv.5～9,草原／夜道／乾燥,草むら／夜／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,スバメ、クヌギダマ、デルビル、ニドラン♀、ニドラン♂,新種5～7%,常時5～7%,殿堂入り後15～20%,基礎種のみ,夜行性外来種の導入,11,エイパム、ナマケロ、カクレオン、ニャルマー、ヨーテリー、チラーミィ、バッフロン、メラルバ、シシコ,クスネ、マメバッタ,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T504,504ばんどうろ／すいどう,4,序盤B,バッジ1個,Lv.9～13,草原／農道／湿地縁,草むら／朝昼／夜／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種6～8%,常時6～8%,殿堂入り後16～22%,基礎種中心,農地と外来草食種,13,ビードル、ナゾノクサ、マダツボミ、ザングース、タブンネ、フシデ、ヤングース、ヒメンカ,―,―,―,スボミー,コンパン、タマゲタケ、パピモッチ、ミニーブ,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T505,505ばんどうろ／すいどう,5,序盤B,バッジ1個,Lv.10～14,丘陵／岩場／疎林,草むら／いわくだき／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種6～8%,常時6～8%,殿堂入り後16～22%,基礎種中心,洞窟生態への橋渡し,12,ネイティ、ハネッコ、ヘラクロス、コフキムシ、ルチャブル、オンバット,―,―,グライガー、スナヘビ、ガケガニ,―,ズバット、コロモリ、シンボラー,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T506,506ばんどうろ／すいどう,6,序盤B,バッジ1～2個,Lv.12～17,街道／民家／風の強い草原,草むら／朝昼／夜／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種6～8%,常時6～8%,殿堂入り後16～22%,基礎種中心,ダウジングと生態調査のチュートリアル,10,コラッタ、オドシシ、ドーブル,ジグザグマ,―,―,ゴンベ,ポッポ、ニャース、オタチ、ポワルン、ミミロル,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T507,507ばんどうろ／すいどう,7,中盤A,バッジ2個,Lv.17～23,海岸／浅瀬／防波堤,草むら／水上／釣り／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種7～9%,常時7～9%,殿堂入り後18～25%,水棲基礎種中心,ナミイルカ救助と沿岸調査,6,カイデン,―,キャモメ、ヨワシ、サシカマス、ウミディグダ、ナミイルカ,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E04,はぐれたナミイルカ
トーホク,T508,508ばんどうろ／すいどう,8,中盤A,バッジ2～3個,Lv.19～25,河口／湿地／水路,草むら／水上／釣り／夜／DexNav,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種7～9%,常時7～9%,殿堂入り後18～25%,水棲基礎種中心,汽水域の生態差,13,ズピカ,―,ヤドン、トサキント、コイキング、ハリーセン、ハスボー、アメタマ、キバニア、ヘイガニ、シズクモ、カムカメ,―,ルリリ、タマンタ,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E04／T-E05,はぐれたナミイルカ／迷い込んだ海流
トーホク,T509,509ばんどうろ／すいどう,9,中盤A,バッジ2～3個,Lv.21～27,海岸林／岩礁／強風,草むら／水上／釣り／いわくだき／DexNav,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種7～9%,常時7～9%,殿堂入り後18～25%,基礎種中心,海鳥と岩礁種,5,ジジーロン,―,ビッパ、コアルヒー、ウッウ、サニーゴ,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E04,はぐれたナミイルカ
トーホク,T510,510ばんどうろ／すいどう,10,中盤B,バッジ3個,Lv.24～30,水道／外洋／小島,水上／釣り／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種8～12%,水上8～12%,殿堂入り後20～28%,低確率で中間進化,外洋釣り調査,5,―,―,ヒンバス、ヒヤップ、ウデッポウ、ハギギシリ、ミガルーサ,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T511,511ばんどうろ／すいどう,11,中盤B,バッジ3個,Lv.25～31,水道／海流／霧,水上／釣り／夜／DexNav,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種8～12%,水上8～12%,殿堂入り後20～28%,低確率で中間進化,夜間の発光生態,0,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T512,512ばんどうろ／すいどう,12,中盤B,バッジ3～4個,Lv.27～33,水道／岩礁／潮だまり,水上／釣り／いわくだき／DexNav,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種8～12%,水上8～12%,殿堂入り後20～28%,低確率で中間進化,潮だまり・甲殻類,11,ベトベター、バチンウニ,―,コダック、ニョロモ、タッツー、チョンチー、ホエルコ、ドジョッチ、パールル、ケイコウオ、ママンボウ,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T513,513ばんどうろ／すいどう,13,中盤B,バッジ3～4個,Lv.28～35,水道／寒流／島影,水上／釣り／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種8～12%,水上8～12%,殿堂入り後20～28%,低確率で中間進化,三島への分岐,5,―,―,パウワウ、ナマコブシ、バスラオ、プルリル,―,マネネ,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T514,514ばんどうろ／すいどう,14,中盤C,バッジ4～5個,Lv.31～38,高原／風道／切り立った崖,草むら／朝昼／夜／DexNav／ずつき,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種7～10%,常時7～10%,殿堂入り後20～28%,基礎種＋希少中間,飛行・山岳生態,5,ワンリキー、マクノシタ、ドッコラー、ナゲツケサル,オトシドリ,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T515,515ばんどうろ／すいどう,15,中盤C,バッジ5個,Lv.33～40,夜道／林道／墓標,草むら／夜／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種7～10%,常時7～10%,殿堂入り後20～28%,基礎種＋希少中間,カラスバ周辺の夜行性生態,7,シルシュルー,フワンテ、デスマス、マーイーカ、スナバァ、モルペコ、オラチフ,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T516,516ばんどうろ／すいどう,16,中盤C,バッジ5個,Lv.35～42,雪原／針葉樹／凍結路,草むら／雪／夜／DexNav,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種7～10%,常時7～10%,殿堂入り後22～30%,こおり中間進化を低確率,雪山前哨,1,―,ユキワラシ,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T517,517ばんどうろ／すいどう,17,後半A,バッジ5～6個,Lv.38～45,草原／農地／疎林,草むら／朝昼／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種8～10%,常時8～10%,殿堂入り後22～30%,基礎種＋中間進化,再訪しやすい大量発生拠点,9,ブルー、ミノムッチ、ヤナップ、シキジカ、メェークル、イキリンコ,―,―,―,―,ペロッパフ、アマカジ、モトトカゲ,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T518,518ばんどうろ／すいどう,18,後半A,バッジ5～6個,Lv.40～47,岩場／森の入口／段差,草むら／いわくだき／ずつき／DexNav,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種8～10%,常時8～10%,殿堂入り後22～30%,基礎種＋中間進化,ハクジの森への生態回廊,3,グレッグル、ヌイコグマ,―,―,ミミズズ,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T519,519ばんどうろ／すいどう,19,後半A,バッジ5～6個,Lv.41～48,牧草地／育て屋／平原,草むら／朝昼／夜／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種8～10%,常時8～10%,殿堂入り後22～30%,基礎種＋中間進化,育て屋・タマゴ系の拠点,7,トリミアン、キュワワー、ヤレユータン、ウールー、マホミル、イエッサン,―,―,―,―,―,キリンリキ,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T520,520ばんどうろ／すいどう,20,後半A,バッジ5～6個,Lv.42～49,丘陵／強風／湿地縁,草むら／水上／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種8～10%,常時8～10%,殿堂入り後22～30%,基礎種＋中間進化,複合バイオーム,2,―,―,―,―,―,ハブネーク、カラミンゴ,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T521,521ばんどうろ／すいどう,21,後半B,バッジ6～7個,Lv.45～52,乾燥高原／強風／石柱,草むら／いわくだき／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種8～10%,常時8～10%,殿堂入り後24～32%,中間進化を一部許可,四風イベントの観測地点,8,ロコン、バオップ、ダルマッカ、オドリドリ、シガロコ,―,―,イシヘンジン,―,アノクサ、ヒラヒナ,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
